t,a,x,y,H,w_phi,omega_phi
4.06814e+01,8.76769e+03,4.97105e-01,8.57810e-01,5.84810e-02,-9.83639e-01,1.00000e+00
4.08216e+01,8.83991e+03,4.96298e-01,8.58530e-01,5.84747e-02,-9.95338e-01,1.00000e+00
4.09619e+01,8.91272e+03,4.96845e-01,8.59445e-01,5.84683e-02,-9.83805e-01,1.00000e+00
4.11022e+01,8.98611e+03,4.98520e-01,8.60524e-01,5.84497e-02,-9.62850e-01,1.00000e+00
4.12425e+01,9.06008e+03,5.00696e-01,8.61738e-01,5.84217e-02,-9.58086e-01,1.00000e+00
4.13828e+01,9.13462e+03,5.02571e-01,8.63049e-01,5.83975e-02,-9.73450e-01,1.00000e+00
4.15230e+01,9.20975e+03,5.03465e-01,8.64414e-01,5.83836e-02,-9.86950e-01,1.00000e+00
4.16633e+01,9.28548e+03,5.03067e-01,8.65788e-01,5.83722e-02,-9.80618e-01,1.00000e+00
4.18036e+01,9.36181e+03,5.01545e-01,8.67134e-01,5.83526e-02,-9.64244e-01,1.00000e+00
4.19439e+01,9.43874e+03,4.99484e-01,8.68416e-01,5.83262e-02,-9.61467e-01,1.00000e+00
4.20842e+01,9.51627e+03,4.97660e-01,8.69600e-01,5.83047e-02,-9.77686e-01,1.00000e+00
4.22244e+01,9.59442e+03,4.96749e-01,8.70650e-01,5.82950e-02,-9.93152e-01,1.00000e+00
4.23647e+01,9.67320e+03,4.97075e-01,8.71537e-01,5.82900e-02,-9.90090e-01,1.00000e+00
4.25050e+01,9.75261e+03,4.98492e-01,8.72239e-01,5.82784e-02,-9.76320e-01,1.00000e+00
4.26453e+01,9.83266e+03,5.00443e-01,8.72743e-01,5.82601e-02,-9.73480e-01,1.00000e+00
4.27856e+01,9.91334e+03,5.02182e-01,8.73041e-01,5.82458e-02,-9.87039e-01,1.00000e+00
4.29259e+01,9.99466e+03,5.03057e-01,8.73125e-01,5.82418e-02,-9.99393e-01,1.00000e+00
4.30661e+01,1.00767e+04,5.02759e-01,8.72996e-01,5.82407e-02,-9.94633e-01,1.00000e+00
4.32064e+01,1.01593e+04,5.01430e-01,8.72664e-01,5.82314e-02,-9.79994e-01,1.00000e+00
4.33467e+01,1.02426e+04,4.99596e-01,8.72146e-01,5.82136e-02,-9.75042e-01,1.00000e+00
4.34870e+01,1.03266e+04,4.97960e-01,8.71464e-01,5.81981e-02,-9.84868e-01,1.00000e+00
4.36273e+01,1.04112e+04,4.97131e-01,8.70638e-01,5.81912e-02,-9.94205e-01,1.00000e+00
4.37675e+01,1.04966e+04,4.97395e-01,8.69695e-01,5.81865e-02,-9.89239e-01,1.00000e+00
4.39078e+01,1.05826e+04,4.98623e-01,8.68666e-01,5.81740e-02,-9.76197e-01,1.00000e+00
4.40481e+01,1.06693e+04,5.00330e-01,8.67585e-01,5.81538e-02,-9.72059e-01,1.00000e+00
4.41884e+01,1.07567e+04,5.01869e-01,8.66487e-01,5.81362e-02,-9.81544e-01,1.00000e+00
4.43287e+01,1.08448e+04,5.02679e-01,8.65401e-01,5.81273e-02,-9.91656e-01,1.00000e+00
4.44689e+01,1.09335e+04,5.02482e-01,8.64358e-01,5.81220e-02,-9.89863e-01,1.00000e+00
4.46092e+01,1.10230e+04,5.01381e-01,8.63387e-01,5.81113e-02,-9.80461e-01,1.00000e+00
4.47495e+01,1.11133e+04,4.99804e-01,8.62517e-01,5.80951e-02,-9.77816e-01,1.00000e+00
4.48898e+01,1.12042e+04,4.98339e-01,8.61771e-01,5.80815e-02,-9.86883e-01,1.00000e+00
4.50301e+01,1.12958e+04,4.97515e-01,8.61166e-01,5.80761e-02,-9.97113e-01,1.00000e+00
4.51703e+01,1.13882e+04,4.97615e-01,8.60714e-01,5.80747e-02,-9.96863e-01,1.00000e+00
4.53106e+01,1.14814e+04,4.98577e-01,8.60426e-01,5.80695e-02,-9.88426e-01,1.00000e+00
4.54509e+01,1.15753e+04,5.00031e-01,8.60306e-01,5.80591e-02,-9.84204e-01,1.00000e+00
4.55912e+01,1.16700e+04,5.01439e-01,8.60357e-01,5.80496e-02,-9.90065e-01,1.00000e+00
4.57315e+01,1.17654e+04,5.02291e-01,8.60569e-01,5.80457e-02,-9.98042e-01,1.00000e+00
4.58717e+01,1.18616e+04,5.02293e-01,8.60933e-01,5.80447e-02,-9.97369e-01,1.00000e+00
4.60120e+01,1.19585e+04,5.01461e-01,8.61434e-01,5.80401e-02,-9.88700e-01,1.00000e+00
4.61523e+01,1.20563e+04,5.00117e-01,8.62056e-01,5.80299e-02,-9.82880e-01,1.00000e+00
4.62926e+01,1.21548e+04,4.98761e-01,8.62779e-01,5.80190e-02,-9.86517e-01,1.00000e+00
4.64329e+01,1.22541e+04,4.97888e-01,8.63579e-01,5.80122e-02,-9.93636e-01,1.00000e+00
4.65731e+01,1.23543e+04,4.97809e-01,8.64429e-01,5.80081e-02,-9.94126e-01,1.00000e+00
4.67134e+01,1.24552e+04,4.98536e-01,8.65303e-01,5.80017e-02,-9.87302e-01,1.00000e+00
4.68537e+01,1.25570e+04,4.99786e-01,8.66178e-01,5.79909e-02,-9.82513e-01,1.00000e+00
4.69940e+01,1.26595e+04,5.01087e-01,8.67027e-01,5.79798e-02,-9.86412e-01,1.00000e+00
4.71343e+01,1.27629e+04,5.01957e-01,8.67828e-01,5.79731e-02,-9.94189e-01,1.00000e+00
4.72745e+01,1.28671e+04,5.02081e-01,8.68556e-01,5.79701e-02,-9.96326e-01,1.00000e+00
4.74148e+01,1.29722e+04,5.01428e-01,8.69191e-01,5.79660e-02,-9.91382e-01,1.00000e+00
4.75551e+01,1.30781e+04,5.00258e-01,8.69719e-01,5.79584e-02,-9.87493e-01,1.00000e+00
4.76954e+01,1.31848e+04,4.99019e-01,8.70127e-01,5.79506e-02,-9.90988e-01,1.00000e+00
4.78357e+01,1.32924e+04,4.98176e-01,8.70405e-01,5.79469e-02,-9.97878e-01,1.00000e+00
4.79760e+01,1.34009e+04,4.98034e-01,8.70549e-01,5.79464e-02,-9.99559e-01,1.00000e+00
4.81162e+01,1.35103e+04,4.98631e-01,8.70555e-01,5.79446e-02,-9.94515e-01,1.00000e+00
4.82565e+01,1.36206e+04,4.99725e-01,8.70428e-01,5.79387e-02,-9.90007e-01,1.00000e+00
4.83968e+01,1.37317e+04,5.00896e-01,8.70177e-01,5.79318e-02,-9.91945e-01,1.00000e+00
4.85371e+01,1.38438e+04,5.01703e-01,8.69811e-01,5.79279e-02,-9.97094e-01,1.00000e+00
4.86774e+01,1.39567e+04,5.01855e-01,8.69342e-01,5.79266e-02,-9.97928e-01,1.00000e+00
4.88176e+01,1.40706e+04,5.01312e-01,8.68786e-01,5.79236e-02,-9.92993e-01,1.00000e+00
4.89579e+01,1.41854e+04,5.00296e-01,8.68164e-01,5.79167e-02,-9.88611e-01,1.00000e+00
4.90982e+01,1.43011e+04,4.99196e-01,8.67494e-01,5.79086e-02,-9.90141e-01,1.00000e+00
4.92385e+01,1.44177e+04,4.98421e-01,8.66798e-01,5.79033e-02,-9.94989e-01,1.00000e+00
4.93788e+01,1.45353e+04,4.98250e-01,8.66096e-01,5.79008e-02,-9.96525e-01,1.00000e+00
4.95190e+01,1.46539e+04,4.98728e-01,8.65408e-01,5.78974e-02,-9.93079e-01,1.00000e+00
4.96593e+01,1.47734e+04,4.99662e-01,8.64754e-01,5.78910e-02,-9.89856e-01,1.00000e+00
4.97996e+01,1.48938e+04,5.00696e-01,8.64153e-01,5.78840e-02,-9.91674e-01,1.00000e+00
4.99399e+01,1.50152e+04,5.01449e-01,8.63622e-01,5.78798e-02,-9.96607e-01,1.00000e+00
5.00802e+01,1.51376e+04,5.01653e-01,8.63173e-01,5.78785e-02,-9.98807e-01,1.00000e+00
5.02204e+01,1.52611e+04,5.01248e-01,8.62816e-01,5.78769e-02,-9.96293e-01,1.00000e+00
5.03607e+01,1.53855e+04,5.00397e-01,8.62561e-01,5.78730e-02,-9.93271e-01,1.00000e+00
5.05010e+01,1.55109e+04,4.99422e-01,8.62412e-01,5.78683e-02,-9.94261e-01,1.00000e+00
5.06413e+01,1.56373e+04,4.98682e-01,8.62373e-01,5.78656e-02,-9.98145e-01,1.00000e+00
5.07816e+01,1.57647e+04,4.98440e-01,8.62440e-01,5.78652e-02,-9.99887e-01,1.00000e+00
5.09218e+01,1.58932e+04,4.98772e-01,8.62608e-01,5.78644e-02,-9.97301e-01,1.00000e+00
5.10621e+01,1.60228e+04,4.99545e-01,8.62871e-01,5.78612e-02,-9.93804e-01,1.00000e+00
5.12024e+01,1.61533e+04,5.00467e-01,8.63220e-01,5.78567e-02,-9.93731e-01,1.00000e+00
5.13427e+01,1.62850e+04,5.01196e-01,8.63641e-01,5.78533e-02,-9.96673e-01,1.00000e+00
5.14830e+01,1.64177e+04,5.01470e-01,8.64122e-01,5.78517e-02,-9.98274e-01,1.00000e+00
5.16232e+01,1.65514e+04,5.01199e-01,8.64645e-01,5.78499e-02,-9.96178e-01,1.00000e+00
5.17635e+01,1.66863e+04,5.00493e-01,8.65196e-01,5.78461e-02,-9.93098e-01,1.00000e+00
5.19038e+01,1.68223e+04,4.99622e-01,8.65758e-01,5.78411e-02,-9.93058e-01,1.00000e+00
5.20441e+01,1.69593e+04,4.98911e-01,8.66315e-01,5.78372e-02,-9.96044e-01,1.00000e+00
5.21844e+01,1.70975e+04,4.98618e-01,8.66849e-01,5.78353e-02,-9.98182e-01,1.00000e+00
5.23246e+01,1.72367e+04,4.98843e-01,8.67346e-01,5.78338e-02,-9.97015e-01,1.00000e+00
5.24649e+01,1.73771e+04,4.99491e-01,8.67793e-01,5.78308e-02,-9.94677e-01,1.00000e+00
5.26052e+01,1.75187e+04,5.00314e-01,8.68177e-01,5.78270e-02,-9.94822e-01,1.00000e+00
5.27455e+01,1.76614e+04,5.01000e-01,8.68490e-01,5.78243e-02,-9.97647e-01,1.00000e+00
5.28858e+01,1.78052e+04,5.01299e-01,8.68723e-01,5.78236e-02,-9.99733e-01,1.00000e+00
5.30261e+01,1.79502e+04,5.01107e-01,8.68872e-01,5.78232e-02,-9.98721e-01,1.00000e+00
5.31663e+01,1.80964e+04,5.00509e-01,8.68933e-01,5.78215e-02,-9.96386e-01,1.00000e+00
5.33066e+01,1.82438e+04,4.99735e-01,8.68909e-01,5.78186e-02,-9.96062e-01,1.00000e+00
5.34469e+01,1.83924e+04,4.99079e-01,8.68801e-01,5.78165e-02,-9.98122e-01,1.00000e+00
5.35872e+01,1.85421e+04,4.98781e-01,8.68615e-01,5.78158e-02,-9.99632e-01,1.00000e+00
5.37275e+01,1.86931e+04,4.98944e-01,8.68357e-01,5.78153e-02,-9.98447e-01,1.00000e+00
5.38677e+01,1.88454e+04,4.99494e-01,8.68037e-01,5.78133e-02,-9.96061e-01,1.00000e+00
5.40080e+01,1.89988e+04,5.00219e-01,8.67666e-01,5.78101e-02,-9.95471e-01,1.00000e+00
5.41483e+01,1.91535e+04,5.00845e-01,8.67257e-01,5.78074e-02,-9.97160e-01,1.00000e+00
5.42886e+01,1.93095e+04,5.01142e-01,8.66821e-01,5.78060e-02,-9.98618e-01,1.00000e+00
5.44289e+01,1.94667e+04,5.01010e-01,8.66373e-01,5.78050e-02,-9.97848e-01,1.00000e+00
5.45691e+01,1.96252e+04,5.00509e-01,8.65924e-01,5.78028e-02,-9.95991e-01,1.00000e+00
5.47094e+01,1.97850e+04,4.99832e-01,8.65490e-01,5.77996e-02,-9.95662e-01,1.00000e+00
5.48497e+01,1.99460e+04,4.99234e-01,8.65082e-01,5.77971e-02,-9.97412e-01,1.00000e+00
5.49900e+01,2.01084e+04,4.98933e-01,8.64711e-01,5.77959e-02,-9.99097e-01,1.00000e+00
5.51303e+01,2.02721e+04,4.99031e-01,8.64387e-01,5.77953e-02,-9.98810e-01,1.00000e+00
5.52705e+01,2.04371e+04,4.99482e-01,8.64118e-01,5.77940e-02,-9.97347e-01,1.00000e+00
5.54108e+01,2.06035e+04,5.00112e-01,8.63911e-01,5.77918e-02,-9.96994e-01,1.00000e+00
5.55511e+01,2.07712e+04,5.00685e-01,8.63771e-01,5.77901e-02,-9.98424e-01,1.00000e+00
5.56914e+01,2.09403e+04,5.00994e-01,8.63699e-01,5.77896e-02,-9.99876e-01,1.00000e+00
5.58317e+01,2.11107e+04,5.00932e-01,8.63696e-01,5.77895e-02,-9.99570e-01,1.00000e+00
5.59719e+01,2.12825e+04,5.00529e-01,8.63761e-01,5.77887e-02,-9.98039e-01,1.00000e+00
5.61122e+01,2.14558e+04,4.99943e-01,8.63890e-01,5.77870e-02,-9.97323e-01,1.00000e+00
5.62525e+01,2.16304e+04,4.99391e-01,8.64078e-01,5.77854e-02,-9.98238e-01,1.00000e+00
5.63928e+01,2.18064e+04,4.99076e-01,8.64318e-01,5.77846e-02,-9.99376e-01,1.00000e+00
5.65331e+01,2.19839e+04,4.99107e-01,8.64601e-01,5.77842e-02,-9.99083e-01,1.00000e+00
5.66733e+01,2.21629e+04,4.99465e-01,8.64919e-01,5.77830e-02,-9.97667e-01,1.00000e+00
5.68136e+01,2.23432e+04,5.00012e-01,8.65262e-01,5.77811e-02,-9.96930e-01,1.00000e+00
5.69539e+01,2.25251e+04,5.00542e-01,8.65618e-01,5.77792e-02,-9.97744e-01,1.00000e+00
5.70942e+01,2.27084e+04,5.00859e-01,8.65978e-01,5.77780e-02,-9.98950e-01,1.00000e+00
5.72345e+01,2.28932e+04,5.00852e-01,8.66330e-01,5.77774e-02,-9.98984e-01,1.00000e+00
5.73747e+01,2.30795e+04,5.00531e-01,8.66665e-01,5.77763e-02,-9.97960e-01,1.00000e+00
5.75150e+01,2.32673e+04,5.00021e-01,8.66973e-01,5.77747e-02,-9.97438e-01,1.00000e+00
5.76553e+01,2.34566e+04,4.99515e-01,8.67247e-01,5.77731e-02,-9.98277e-01,1.00000e+00
5.77956e+01,2.36475e+04,4.99200e-01,8.67478e-01,5.77724e-02,-9.99508e-01,1.00000e+00
5.79359e+01,2.38399e+04,4.99190e-01,8.67661e-01,5.77722e-02,-9.99680e-01,1.00000e+00
5.80762e+01,2.40339e+04,4.99480e-01,8.67792e-01,5.77717e-02,-9.98796e-01,1.00000e+00
5.82164e+01,2.42295e+04,4.99956e-01,8.67869e-01,5.77706e-02,-9.98225e-01,1.00000e+00
5.83567e+01,2.44266e+04,5.00437e-01,8.67889e-01,5.77695e-02,-9.98809e-01,1.00000e+00
5.84970e+01,2.46254e+04,5.00744e-01,8.67856e-01,5.77690e-02,-9.99767e-01,1.00000e+00
5.86373e+01,2.48258e+04,5.00768e-01,8.67769e-01,5.77689e-02,-9.99806e-01,1.00000e+00
5.87776e+01,2.50278e+04,5.00507e-01,8.67634e-01,5.77685e-02,-9.98874e-01,1.00000e+00
5.89178e+01,2.52314e+04,5.00064e-01,8.67454e-01,5.77674e-02,-9.98181e-01,1.00000e+00
5.90581e+01,2.54367e+04,4.99608e-01,8.67238e-01,5.77661e-02,-9.98541e-01,1.00000e+00
5.91984e+01,2.56437e+04,4.99309e-01,8.66992e-01,5.77654e-02,-9.99332e-01,1.00000e+00
5.93387e+01,2.58523e+04,4.99272e-01,8.66723e-01,5.77650e-02,-9.99405e-01,1.00000e+00
5.94790e+01,2.60627e+04,4.99505e-01,8.66440e-01,5.77644e-02,-9.98643e-01,1.00000e+00
5.96192e+01,2.62747e+04,4.99915e-01,8.66152e-01,5.77632e-02,-9.98075e-01,1.00000e+00
5.97595e+01,2.64885e+04,5.00346e-01,8.65867e-01,5.77619e-02,-9.98460e-01,1.00000e+00
5.98998e+01,2.67040e+04,5.00640e-01,8.65594e-01,5.77611e-02,-9.99300e-01,1.00000e+00
6.00401e+01,2.69212e+04,5.00690e-01,8.65340e-01,5.77607e-02,-9.99554e-01,1.00000e+00
6.01804e+01,2.71402e+04,5.00485e-01,8.65111e-01,5.77603e-02,-9.99032e-01,1.00000e+00
6.03206e+01,2.73610e+04,5.00107e-01,8.64915e-01,5.77594e-02,-9.98589e-01,1.00000e+00
6.04609e+01,2.75836e+04,4.99699e-01,8.64756e-01,5.77585e-02,-9.98935e-01,1.00000e+00
6.06012e+01,2.78080e+04,4.99411e-01,8.64637e-01,5.77580e-02,-9.99699e-01,1.00000e+00
6.07415e+01,2.80343e+04,4.99347e-01,8.64562e-01,5.77579e-02,-9.99955e-01,1.00000e+00
6.08818e+01,2.82623e+04,4.99524e-01,8.64531e-01,5.77577e-02,-9.99465e-01,1.00000e+00
6.10220e+01,2.84922e+04,4.99871e-01,8.64544e-01,5.77572e-02,-9.98949e-01,1.00000e+00
6.11623e+01,2.87240e+04,5.00258e-01,8.64599e-01,5.77564e-02,-9.99097e-01,1.00000e+00
6.13026e+01,2.89577e+04,5.00540e-01,8.64695e-01,5.77560e-02,-9.99662e-01,1.00000e+00
6.14429e+01,2.91933e+04,5.00618e-01,8.64827e-01,5.77559e-02,-9.99839e-01,1.00000e+00
6.15832e+01,2.94308e+04,5.00466e-01,8.64991e-01,5.77556e-02,-9.99355e-01,1.00000e+00
6.17234e+01,2.96702e+04,5.00147e-01,8.65181e-01,5.77550e-02,-9.98819e-01,1.00000e+00
6.18637e+01,2.99115e+04,4.99781e-01,8.65390e-01,5.77541e-02,-9.98883e-01,1.00000e+00
6.20040e+01,3.01548e+04,4.99504e-01,8.65614e-01,5.77535e-02,-9.99395e-01,1.00000e+00
6.21443e+01,3.04001e+04,4.99417e-01,8.65843e-01,5.77532e-02,-9.99636e-01,1.00000e+00
6.22846e+01,3.06474e+04,4.99546e-01,8.66073e-01,5.77529e-02,-9.99303e-01,1.00000e+00
6.24248e+01,3.08967e+04,4.99840e-01,8.66295e-01,5.77522e-02,-9.98892e-01,1.00000e+00
6.25651e+01,3.11481e+04,5.00186e-01,8.66505e-01,5.77514e-02,-9.99000e-01,1.00000e+00
6.27054e+01,3.14014e+04,5.00455e-01,8.66695e-01,5.77509e-02,-9.99530e-01,1.00000e+00
6.28457e+01,3.16569e+04,5.00550e-01,8.66862e-01,5.77507e-02,-9.99842e-01,1.00000e+00
6.29860e+01,3.19144e+04,5.00439e-01,8.67000e-01,5.77506e-02,-9.99617e-01,1.00000e+00
6.31263e+01,3.21740e+04,5.00168e-01,8.67106e-01,5.77502e-02,-9.99259e-01,1.00000e+00
6.32665e+01,3.24357e+04,4.99842e-01,8.67178e-01,5.77496e-02,-9.99320e-01,1.00000e+00
6.34068e+01,3.26995e+04,4.99582e-01,8.67215e-01,5.77493e-02,-9.99752e-01,1.00000e+00
6.35471e+01,3.29655e+04,4.99483e-01,8.67216e-01,5.77492e-02,-9.99998e-01,1.00000e+00
6.36874e+01,3.32336e+04,4.99578e-01,8.67183e-01,5.77492e-02,-9.99754e-01,1.00000e+00
6.38277e+01,3.35039e+04,4.99827e-01,8.67117e-01,5.77489e-02,-9.99359e-01,1.00000e+00
6.39679e+01,3.37765e+04,5.00134e-01,8.67020e-01,5.77484e-02,-9.99321e-01,1.00000e+00
6.41082e+01,3.40512e+04,5.00384e-01,8.66897e-01,5.77480e-02,-9.99639e-01,1.00000e+00
6.42485e+01,3.43281e+04,5.00486e-01,8.66751e-01,5.77478e-02,-9.99836e-01,1.00000e+00
6.43888e+01,3.46074e+04,5.00406e-01,8.66588e-01,5.77477e-02,-9.99620e-01,1.00000e+00
6.45291e+01,3.48889e+04,5.00178e-01,8.66412e-01,5.77473e-02,-9.99266e-01,1.00000e+00
6.46693e+01,3.51726e+04,4.99890e-01,8.66230e-01,5.77467e-02,-9.99232e-01,1.00000e+00
6.48096e+01,3.54587e+04,4.99649e-01,8.66045e-01,5.77463e-02,-9.99543e-01,1.00000e+00
6.49499e+01,3.57471e+04,4.99544e-01,8.65865e-01,5.77460e-02,-9.99785e-01,1.00000e+00
6.50902e+01,3.60379e+04,4.99609e-01,8.65693e-01,5.77459e-02,-9.99670e-01,1.00000e+00
6.52305e+01,3.63310e+04,4.99817e-01,8.65535e-01,5.77455e-02,-9.99408e-01,1.00000e+00
6.53707e+01,3.66265e+04,5.00087e-01,8.65396e-01,5.77451e-02,-9.99402e-01,1.00000e+00
6.55110e+01,3.69244e+04,5.00318e-01,8.65278e-01,5.77448e-02,-9.99701e-01,1.00000e+00
6.56513e+01,3.72247e+04,5.00427e-01,8.65184e-01,5.77447e-02,-9.99950e-01,1.00000e+00
6.57916e+01,3.75275e+04,5.00376e-01,8.65117e-01,5.77446e-02,-9.99870e-01,1.00000e+00
6.59319e+01,3.78327e+04,5.00188e-01,8.65079e-01,5.77444e-02,-9.99620e-01,1.00000e+00
6.60721e+01,3.81404e+04,4.99935e-01,8.65068e-01,5.77441e-02,-9.99564e-01,1.00000e+00
6.62124e+01,3.84506e+04,4.99713e-01,8.65086e-01,5.77439e-02,-9.99778e-01,1.00000e+00
6.63527e+01,3.87633e+04,4.99601e-01,8.65130e-01,5.77438e-02,-9.99967e-01,1.00000e+00
6.64930e+01,3.90786e+04,4.99639e-01,8.65200e-01,5.77438e-02,-9.99871e-01,1.00000e+00
6.66333e+01,3.93964e+04,4.99808e-01,8.65292e-01,5.77436e-02,-9.99610e-01,1.00000e+00
6.67735e+01,3.97168e+04,5.00045e-01,8.65402e-01,5.77433e-02,-9.99512e-01,1.00000e+00
6.69138e+01,4.00399e+04,5.00259e-01,8.65529e-01,5.77430e-02,-9.99674e-01,1.00000e+00
6.70541e+01,4.03655e+04,5.00373e-01,8.65667e-01,5.77428e-02,-9.99849e-01,1.00000e+00
6.71944e+01,4.06938e+04,5.00346e-01,8.65811e-01,5.77427e-02,-9.99791e-01,1.00000e+00
6.73347e+01,4.10248e+04,5.00193e-01,8.65959e-01,5.77425e-02,-9.99582e-01,1.00000e+00
6.74749e+01,4.13584e+04,4.99972e-01,8.66105e-01,5.77422e-02,-9.99510e-01,1.00000e+00
6.76152e+01,4.16948e+04,4.99767e-01,8.66245e-01,5.77419e-02,-9.99678e-01,1.00000e+00
6.77555e+01,4.20339e+04,4.99652e-01,8.66376e-01,5.77417e-02,-9.99877e-01,1.00000e+00
6.78958e+01,4.23758e+04,4.99669e-01,8.66493e-01,5.77416e-02,-9.99872e-01,1.00000e+00
6.80361e+01,4.27204e+04,4.99807e-01,8.66593e-01,5.77415e-02,-9.99714e-01,1.00000e+00
6.81764e+01,4.30678e+04,5.00014e-01,8.66675e-01,5.77413e-02,-9.99653e-01,1.00000e+00
6.83166e+01,4.34181e+04,5.00210e-01,8.66736e-01,5.77411e-02,-9.99798e-01,1.00000e+00
6.84569e+01,4.37712e+04,5.00324e-01,8.66774e-01,5.77410e-02,-9.99974e-01,1.00000e+00
6.85972e+01,4.41272e+04,5.00316e-01,8.66790e-01,5.77410e-02,-9.99965e-01,1.00000e+00
6.87375e+01,4.44861e+04,5.00191e-01,8.66784e-01,5.77409e-02,-9.99803e-01,1.00000e+00
6.88778e+01,4.48479e+04,4.99998e-01,8.66755e-01,5.77407e-02,-9.99712e-01,1.00000e+00
6.90180e+01,4.52126e+04,4.99811e-01,8.66706e-01,5.77405e-02,-9.99804e-01,1.00000e+00
6.91583e+01,4.55803e+04,4.99698e-01,8.66638e-01,5.77405e-02,-9.99937e-01,1.00000e+00
6.92986e+01,4.59510e+04,4.99700e-01,8.66554e-01,5.77404e-02,-9.99918e-01,1.00000e+00
6.94389e+01,4.63247e+04,4.99812e-01,8.66457e-01,5.77403e-02,-9.99764e-01,1.00000e+00
6.95792e+01,4.67015e+04,4.99991e-01,8.66349e-01,5.77401e-02,-9.99670e-01,1.00000e+00
6.97194e+01,4.70813e+04,5.00169e-01,8.66234e-01,5.77399e-02,-9.99747e-01,1.00000e+00
6.98597e+01,4.74642e+04,5.00280e-01,8.66117e-01,5.77398e-02,-9.99879e-01,1.00000e+00
7.00000e+01,4.78502e+04,5.00286e-01,8.65999e-01,5.77397e-02,-9.99890e-01,1.00000e+00
