s,delta_d,tau1,tau2,t1,t2,min_mass_gap,theoretical_bound,eft_cutoff
4.0300,5.699281,0.000000,56.260911,0.000000,56.260911,0.01777433,0.01777433,0.17774330
4.0400,5.713423,0.000000,56.826343,0.000000,56.826343,0.01759747,0.01759747,0.17597472
4.0500,5.727565,0.000000,57.397457,0.000000,57.397457,0.01742237,0.01742237,0.17422375
4.0600,5.741707,0.000000,57.974311,0.000000,57.974311,0.01724902,0.01724902,0.17249019
4.0700,5.755849,0.000000,58.556963,0.000000,58.556963,0.01707739,0.01707739,0.17077389
4.0800,5.769991,0.000000,59.145470,0.000000,59.145470,0.01690747,0.01690747,0.16907466
4.0900,5.784133,0.000000,59.739892,0.000000,59.739892,0.01673923,0.01673923,0.16739234
4.1000,5.798276,0.000000,60.340288,0.000000,60.340288,0.01657268,0.01657268,0.16572675
4.1100,5.812418,0.000000,60.946718,0.000000,60.946718,0.01640777,0.01640777,0.16407775
4.1200,5.826560,0.000000,61.559242,0.000000,61.559242,0.01624451,0.01624451,0.16244514
4.1300,5.840702,0.000000,62.177923,0.000000,62.177923,0.01608288,0.01608288,0.16082879
4.1400,5.854844,0.000000,62.802821,0.000000,62.802821,0.01592285,0.01592285,0.15922852
4.1500,5.868986,0.000000,63.434000,0.000000,63.434000,0.01576442,0.01576442,0.15764416
4.1600,5.883128,0.000000,64.071523,0.000000,64.071523,0.01560756,0.01560756,0.15607558
4.1700,5.897271,0.000000,64.715452,0.000000,64.715452,0.01545226,0.01545226,0.15452260
4.1800,5.911413,0.000000,65.365853,0.000000,65.365853,0.01529851,0.01529851,0.15298508
4.1900,5.925555,0.000000,66.022791,0.000000,66.022791,0.01514628,0.01514628,0.15146285
4.2000,5.939697,0.000000,66.686331,0.000000,66.686331,0.01499558,0.01499558,0.14995577
4.2100,5.953839,0.000000,67.356540,0.000000,67.356540,0.01484637,0.01484637,0.14846368
4.2200,5.967981,0.000000,68.033484,0.000000,68.033484,0.01469864,0.01469864,0.14698645
4.2300,5.982123,0.000000,68.717232,0.000000,68.717232,0.01455239,0.01455239,0.14552391
4.2400,5.996266,0.000000,69.407852,0.000000,69.407852,0.01440759,0.01440759,0.14407592
4.2500,6.010408,0.000000,70.105412,0.000000,70.105412,0.01426423,0.01426423,0.14264234
4.2600,6.024550,0.000000,70.809983,0.000000,70.809983,0.01412230,0.01412230,0.14122302
4.2700,6.038692,0.000000,71.521636,0.000000,71.521636,0.01398178,0.01398178,0.13981783
4.2800,6.052834,0.000000,72.240440,0.000000,72.240440,0.01384266,0.01384266,0.13842662
4.2900,6.066976,0.000000,72.966468,0.000000,72.966468,0.01370493,0.01370493,0.13704925
4.3000,6.081118,0.000000,73.699794,0.000000,73.699794,0.01356856,0.01356856,0.13568559
4.3100,6.095260,0.000000,74.440489,0.000000,74.440489,0.01343355,0.01343355,0.13433550
4.3200,6.109403,0.000000,75.188628,0.000000,75.188628,0.01329988,0.01329988,0.13299884
4.3300,6.123545,0.000000,75.944287,0.000000,75.944287,0.01316755,0.01316755,0.13167547
4.3400,6.137687,0.000000,76.707539,0.000000,76.707539,0.01303653,0.01303653,0.13036528
4.3500,6.151829,0.000000,77.478463,0.000000,77.478463,0.01290681,0.01290681,0.12906813
4.3600,6.165971,0.000000,78.257134,0.000000,78.257134,0.01277839,0.01277839,0.12778388
4.3700,6.180113,0.000000,79.043632,0.000000,79.043632,0.01265124,0.01265124,0.12651241
4.3800,6.194255,0.000000,79.838033,0.000000,79.838033,0.01252536,0.01252536,0.12525359
4.3900,6.208398,0.000000,80.640419,0.000000,80.640419,0.01240073,0.01240073,0.12400729
4.4000,6.222540,0.000000,81.450869,0.000000,81.450869,0.01227734,0.01227734,0.12277340
4.4100,6.236682,0.000000,82.269463,0.000000,82.269463,0.01215518,0.01215518,0.12155178
4.4200,6.250824,0.000000,83.096285,0.000000,83.096285,0.01203423,0.01203423,0.12034232
4.4300,6.264966,0.000000,83.931417,0.000000,83.931417,0.01191449,0.01191449,0.11914490
4.4400,6.279108,0.000000,84.774942,0.000000,84.774942,0.01179594,0.01179594,0.11795939
4.4500,6.293250,0.000000,85.626944,0.000000,85.626944,0.01167857,0.01167857,0.11678567
4.4600,6.307392,0.000000,86.487509,0.000000,86.487509,0.01156236,0.01156236,0.11562363
4.4700,6.321535,0.000000,87.356723,0.000000,87.356723,0.01144732,0.01144732,0.11447316
4.4800,6.335677,0.000000,88.234673,0.000000,88.234673,0.01133341,0.01133341,0.11333413
4.4900,6.349819,0.000000,89.121446,0.000000,89.121446,0.01122064,0.01122064,0.11220644
4.5000,6.363961,0.000000,90.017131,0.000000,90.017131,0.01110900,0.01110900,0.11108997
4.5100,6.378103,0.000000,90.921818,0.000000,90.921818,0.01099846,0.01099846,0.10998460
4.5200,6.392245,0.000000,91.835598,0.000000,91.835598,0.01088902,0.01088902,0.10889024
4.5300,6.406387,0.000000,92.758561,0.000000,92.758561,0.01078068,0.01078068,0.10780676
4.5400,6.420530,0.000000,93.690800,0.000000,93.690800,0.01067341,0.01067341,0.10673407
4.5500,6.434672,0.000000,94.632408,0.000000,94.632408,0.01056720,0.01056720,0.10567204
4.5600,6.448814,0.000000,95.583480,0.000000,95.583480,0.01046206,0.01046206,0.10462059
4.5700,6.462956,0.000000,96.544110,0.000000,96.544110,0.01035796,0.01035796,0.10357960
4.5800,6.477098,0.000000,97.514394,0.000000,97.514394,0.01025490,0.01025490,0.10254896
4.5900,6.491240,0.000000,98.494430,0.000000,98.494430,0.01015286,0.01015286,0.10152858
4.6000,6.505382,0.000000,99.484316,0.000000,99.484316,0.01005184,0.01005184,0.10051836
4.6100,6.519525,0.000000,100.484150,0.000000,100.484150,0.00995182,0.00995182,0.09951818
4.6200,6.533667,0.000000,101.494032,0.000000,101.494032,0.00985280,0.00985280,0.09852796
4.6300,6.547809,0.000000,102.514064,0.000000,102.514064,0.00975476,0.00975476,0.09754759
4.6400,6.561951,0.000000,103.544348,0.000000,103.544348,0.00965770,0.00965770,0.09657698
4.6500,6.576093,0.000000,104.584986,0.000000,104.584986,0.00956160,0.00956160,0.09561602
4.6600,6.590235,0.000000,105.636082,0.000000,105.636082,0.00946646,0.00946646,0.09466462
4.6700,6.604377,0.000000,106.697742,0.000000,106.697742,0.00937227,0.00937227,0.09372270
4.6800,6.618519,0.000000,107.770073,0.000000,107.770073,0.00927901,0.00927901,0.09279014
4.6900,6.632662,0.000000,108.853180,0.000000,108.853180,0.00918669,0.00918669,0.09186686
4.7000,6.646804,0.000000,109.947172,0.000000,109.947172,0.00909528,0.00909528,0.09095277
4.7100,6.660946,0.000000,111.052160,0.000000,111.052160,0.00900478,0.00900478,0.09004778
4.7200,6.675088,0.000000,112.168253,0.000000,112.168253,0.00891518,0.00891518,0.08915179
4.7300,6.689230,0.000000,113.295562,0.000000,113.295562,0.00882647,0.00882647,0.08826471
4.7400,6.703372,0.000000,114.434202,0.000000,114.434202,0.00873865,0.00873865,0.08738646
4.7500,6.717514,0.000000,115.584284,0.000000,115.584284,0.00865170,0.00865170,0.08651695
4.7600,6.731657,0.000000,116.745926,0.000000,116.745926,0.00856561,0.00856561,0.08565609
4.7700,6.745799,0.000000,117.919242,0.000000,117.919242,0.00848038,0.00848038,0.08480380
4.7800,6.759941,0.000000,119.104350,0.000000,119.104350,0.00839600,0.00839600,0.08395999
4.7900,6.774083,0.000000,120.301369,0.000000,120.301369,0.00831246,0.00831246,0.08312457
4.8000,6.788225,0.000000,121.510417,0.000000,121.510417,0.00822975,0.00822975,0.08229747
4.8100,6.802367,0.000000,122.731617,0.000000,122.731617,0.00814786,0.00814786,0.08147860
4.8200,6.816509,0.000000,123.965091,0.000000,123.965091,0.00806679,0.00806679,0.08066787
4.8300,6.830652,0.000000,125.210961,0.000000,125.210961,0.00798652,0.00798652,0.07986521
4.8400,6.844794,0.000000,126.469352,0.000000,126.469352,0.00790705,0.00790705,0.07907054
4.8500,6.858936,0.000000,127.740390,0.000000,127.740390,0.00782838,0.00782838,0.07828378
4.8600,6.873078,0.000000,129.024202,0.000000,129.024202,0.00775048,0.00775048,0.07750484
4.8700,6.887220,0.000000,130.320917,0.000000,130.320917,0.00767337,0.00767337,0.07673365
4.8800,6.901362,0.000000,131.630664,0.000000,131.630664,0.00759701,0.00759701,0.07597014
4.8900,6.915504,0.000000,132.953574,0.000000,132.953574,0.00752142,0.00752142,0.07521422
4.9000,6.929646,0.000000,134.289780,0.000000,134.289780,0.00744658,0.00744658,0.07446583
4.9100,6.943789,0.000000,135.639414,0.000000,135.639414,0.00737249,0.00737249,0.07372488
4.9200,6.957931,0.000000,137.002613,0.000000,137.002613,0.00729913,0.00729913,0.07299131
4.9300,6.972073,0.000000,138.379512,0.000000,138.379512,0.00722650,0.00722650,0.07226503
4.9400,6.986215,0.000000,139.770250,0.000000,139.770250,0.00715460,0.00715460,0.07154598
4.9500,7.000357,0.000000,141.174964,0.000000,141.174964,0.00708341,0.00708341,0.07083409
4.9600,7.014499,0.000000,142.593796,0.000000,142.593796,0.00701293,0.00701293,0.07012928
4.9700,7.028641,0.000000,144.026887,0.000000,144.026887,0.00694315,0.00694315,0.06943148
4.9800,7.042784,0.000000,145.474382,0.000000,145.474382,0.00687406,0.00687406,0.06874063
4.9900,7.056926,0.000000,146.936423,0.000000,146.936423,0.00680566,0.00680566,0.06805664
5.0000,7.071068,0.000000,148.413159,0.000000,148.413159,0.00673795,0.00673795,0.06737947
