t,x,tachyon_field,tachyon_velocity,tachyon_gradient,gauge_field,potential,energy_density,is_soliton_core
10.5000,-0.3906,-0.535256,0.008780,1.296626,-0.012794,0.872066,1.712727,1
10.5000,-0.3125,-0.432655,0.006773,1.327803,-0.013143,0.913188,1.794746,1
10.5000,-0.2344,-0.327787,0.004725,1.354027,-0.013413,0.948582,1.865293,1
10.5000,-0.1562,-0.221089,0.002665,1.374000,-0.013602,0.976048,1.919996,1
10.5000,-0.0781,-0.113099,0.000592,1.386604,-0.013708,0.993638,1.954980,1
10.5000,0.0000,-0.004432,-0.001500,1.391079,-0.013729,0.999990,1.967548,1
10.5000,0.0781,0.104257,-0.003570,1.387140,-0.013664,0.994590,1.956681,1
10.5000,0.1562,0.212309,-0.005621,1.375027,-0.013516,0.977878,1.923249,1
10.5000,0.2344,0.319105,-0.007655,1.355475,-0.013285,0.951160,1.869850,1
10.5000,0.3125,0.424102,-0.009638,1.329572,-0.012974,0.916349,1.800280,1
10.5000,0.3906,0.526851,-0.011591,1.298608,-0.012588,0.875637,1.718898,1
10.5000,0.4688,0.627009,-0.013519,1.263917,-0.012131,0.831189,1.630025,1
10.5000,0.5469,0.724338,-0.015407,1.226736,-0.011608,0.784926,1.537486,1
10.5000,0.6250,0.818687,-0.017285,1.188139,-0.011025,0.738408,1.444395,1
10.5000,0.7031,0.909985,-0.019160,1.149016,-0.010389,0.692805,1.353107,1
10.5000,0.7812,0.998220,-0.021027,1.110037,-0.009706,0.648933,1.265245,1
10.5000,0.8594,1.083428,-0.022910,1.071704,-0.008984,0.607308,1.181846,1
10.5000,0.9375,1.165674,-0.024814,1.034379,-0.008229,0.568214,1.103493,1
10.5000,1.0156,1.245050,-0.026743,0.998279,-0.007448,0.531769,1.030409,1
10.5000,1.0938,1.321655,-0.028702,0.963543,-0.006648,0.497969,0.962592,1
10.5000,1.1719,1.395603,-0.030702,0.930249,-0.005837,0.466734,0.899892,1
10.5000,1.2500,1.467007,-0.032749,0.898404,-0.005021,0.437939,0.842047,1
10.5000,1.3281,1.535979,-0.034829,0.867990,-0.004204,0.411428,0.788747,1
10.5000,1.4062,1.602630,-0.036963,0.838971,-0.003395,0.387039,0.739669,1
10.5000,1.4844,1.667068,-0.039153,0.811288,-0.002597,0.364603,0.694476,1
10.5000,1.5625,1.729394,-0.041375,0.784867,-0.001816,0.343960,0.652838,0
10.5000,1.6406,1.789703,-0.043653,0.759635,-0.001056,0.324956,0.614446,0
10.5000,1.7188,1.848087,-0.045985,0.735526,-0.000320,0.307446,0.579019,0
10.5000,1.7969,1.904629,-0.048355,0.712453,0.000388,0.291299,0.546279,0
10.5000,1.8750,1.959408,-0.050766,0.690337,0.001065,0.276393,0.515981,0
10.5000,1.9531,2.012494,-0.053220,0.669116,0.001709,0.262618,0.487909,0
10.5000,2.0312,2.063957,-0.055720,0.648714,0.002318,0.249874,0.461858,0
10.5000,2.1094,2.113856,-0.058238,0.629055,0.002892,0.238070,0.437637,0
10.5000,2.1875,2.162247,-0.060783,0.610074,0.003428,0.227125,0.415083,0
10.5000,2.2656,2.209180,-0.063361,0.591716,0.003926,0.216966,0.394051,0
10.5000,2.3438,2.254702,-0.065951,0.573914,0.004387,0.207526,0.374401,0
10.5000,2.4219,2.298854,-0.068542,0.556599,0.004811,0.198745,0.356007,0
10.5000,2.5000,2.341671,-0.071130,0.539722,0.005197,0.190571,0.338761,0
10.5000,2.5781,2.383186,-0.073723,0.523234,0.005548,0.182955,0.322568,0
10.5000,2.6562,2.423426,-0.076296,0.507075,0.005864,0.175854,0.307333,0
10.5000,2.7344,2.462416,-0.078830,0.491184,0.006146,0.169228,0.292971,0
10.5000,2.8125,2.500174,-0.081329,0.475516,0.006395,0.163043,0.279412,0
10.5000,2.8906,2.536716,-0.083787,0.460033,0.006614,0.157267,0.266595,0
10.5000,2.9688,2.572054,-0.086189,0.444679,0.006804,0.151871,0.254457,0
10.5000,3.0469,2.606197,-0.088505,0.429398,0.006968,0.146829,0.242938,0
10.5000,3.1250,2.639147,-0.090737,0.414148,0.007105,0.142119,0.231996,0
10.5000,3.2031,2.670907,-0.092881,0.398896,0.007219,0.137720,0.221592,0
10.5000,3.2812,2.701475,-0.094928,0.383600,0.007311,0.133611,0.211691,0
10.5000,3.3594,2.730845,-0.096850,0.368209,0.007386,0.129777,0.202256,0
10.5000,3.4375,2.759007,-0.098635,0.352679,0.007442,0.126203,0.193259,0
10.5000,3.5156,2.785951,-0.100287,0.336986,0.007482,0.122874,0.184683,0
10.5000,3.5938,2.811661,-0.101807,0.321103,0.007507,0.119777,0.176514,0
10.5000,3.6719,2.836123,-0.103185,0.304997,0.007522,0.116903,0.168740,0
10.5000,3.7500,2.859317,-0.104401,0.288632,0.007527,0.114241,0.161347,0
10.5000,3.8281,2.881222,-0.105457,0.271982,0.007523,0.111781,0.154332,0
10.5000,3.9062,2.901815,-0.106362,0.255041,0.007511,0.109517,0.147700,0
10.5000,3.9844,2.921072,-0.107134,0.237802,0.007492,0.107440,0.141458,0
10.5000,4.0625,2.938971,-0.107772,0.220260,0.007471,0.105545,0.135615,0
10.5000,4.1406,2.955488,-0.108278,0.202401,0.007447,0.103825,0.130177,0
10.5000,4.2188,2.970596,-0.108653,0.184224,0.007423,0.102277,0.125156,0
10.5000,4.2969,2.984273,-0.108916,0.165743,0.007397,0.100894,0.120569,0
10.5000,4.3750,2.996494,-0.109092,0.146980,0.007371,0.099675,0.116436,0
10.5000,4.4531,3.007238,-0.109204,0.127965,0.007346,0.098615,0.112774,0
10.5000,4.5312,3.016488,-0.109263,0.108723,0.007325,0.097711,0.109600,0
10.5000,4.6094,3.024226,-0.109279,0.089273,0.007308,0.096962,0.106927,0
10.5000,4.6875,3.030437,-0.109259,0.069642,0.007298,0.096364,0.104768,0
10.5000,4.7656,3.035108,-0.109217,0.049858,0.007291,0.095917,0.103135,0
10.5000,4.8438,3.038228,-0.109173,0.029961,0.007288,0.095620,0.102039,0
10.5000,4.9219,3.039789,-0.109145,0.009995,0.007287,0.095471,0.101488,0
12.0000,-5.0000,-2.849627,0.167009,0.006746,-0.003146,0.115346,0.129326,0
12.0000,-4.9219,-2.848573,0.166627,0.020250,-0.003136,0.115466,0.129565,0
12.0000,-4.8438,-2.846463,0.165851,0.033781,-0.003119,0.115709,0.130044,0
12.0000,-4.7656,-2.843294,0.164676,0.047352,-0.003092,0.116073,0.130765,0
12.0000,-4.6875,-2.839064,0.163119,0.060976,-0.003058,0.116562,0.131737,0
12.0000,-4.6094,-2.833767,0.161209,0.074666,-0.003015,0.117177,0.132971,0
12.0000,-4.5312,-2.827398,0.158965,0.088432,-0.002965,0.117920,0.134479,0
12.0000,-4.4531,-2.819949,0.156391,0.102284,-0.002906,0.118796,0.136269,0
12.0000,-4.3750,-2.811416,0.153493,0.116228,-0.002838,0.119807,0.138355,0
12.0000,-4.2969,-2.801789,0.150298,0.130276,-0.002762,0.120957,0.140753,0
12.0000,-4.2188,-2.791060,0.146848,0.144433,-0.002680,0.122252,0.143480,0
12.0000,-4.1406,-2.779221,0.143171,0.158691,-0.002594,0.123697,0.146554,0
12.0000,-4.0625,-2.766265,0.139290,0.173039,-0.002502,0.125297,0.149987,0
12.0000,-3.9844,-2.752184,0.135228,0.187482,-0.002403,0.127060,0.153797,0
12.0000,-3.9062,-2.736971,0.131020,0.202029,-0.002297,0.128991,0.158002,0
12.0000,-3.8281,-2.720617,0.126692,0.216683,-0.002187,0.131100,0.162623,0
12.0000,-3.7500,-2.703114,0.122264,0.231435,-0.002074,0.133394,0.167673,0
12.0000,-3.6719,-2.684455,0.117764,0.246282,-0.001958,0.135884,0.173169,0
12.0000,-3.5938,-2.664632,0.113233,0.261227,-0.001842,0.138578,0.179134,0
12.0000,-3.5156,-2.643638,0.108705,0.276269,-0.001728,0.141489,0.185587,0
12.0000,-3.4375,-2.621465,0.104191,0.291405,-0.001615,0.144628,0.192543,0
12.0000,-3.3594,-2.598106,0.099711,0.306643,-0.001504,0.148009,0.200025,0
12.0000,-3.2812,-2.573552,0.095290,0.322002,-0.001395,0.151646,0.208061,0
12.0000,-3.2031,-2.547794,0.090945,0.337495,-0.001288,0.155556,0.216676,0
12.0000,-3.1250,-2.520819,0.086674,0.353134,-0.001185,0.159755,0.225898,0
12.0000,-3.0469,-2.492616,0.082495,0.368939,-0.001085,0.164263,0.235761,0
12.0000,-2.9688,-2.463172,0.078423,0.384939,-0.000991,0.169102,0.246305,0
12.0000,-2.8906,-2.432470,0.074467,0.401153,-0.000903,0.174295,0.257569,0
12.0000,-2.8125,-2.400492,0.070621,0.417602,-0.000823,0.179868,0.269597,0
12.0000,-2.7344,-2.367219,0.066901,0.434322,-0.000751,0.185849,0.282445,0
12.0000,-2.6562,-2.332629,0.063317,0.451346,-0.000688,0.192270,0.296171,0
12.0000,-2.5781,-2.296696,0.059858,0.468704,-0.000636,0.199166,0.310839,0
12.0000,-2.5000,-2.259394,0.056528,0.486434,-0.000595,0.206575,0.326521,0
12.0000,-2.4219,-2.220691,0.053333,0.504585,-0.000564,0.214541,0.343304,0
12.0000,-2.3438,-2.180553,0.050273,0.523197,-0.000546,0.223110,0.361277,0
12.0000,-2.2656,-2.138942,0.047333,0.542313,-0.000540,0.232336,0.380541,0
12.0000,-2.1875,-2.095816,0.044522,0.561990,-0.000546,0.242276,0.401214,0
12.0000,-2.1094,-2.051131,0.041840,0.582283,-0.000564,0.252996,0.423425,0
12.0000,-2.0312,-2.004835,0.039270,0.603243,-0.000595,0.264566,0.447311,0
12.0000,-1.9531,-1.956874,0.036817,0.624932,-0.000637,0.277067,0.473034,0
12.0000,-1.8750,-1.907189,0.034479,0.647417,-0.000690,0.290587,0.500771,0
12.0000,-1.7969,-1.855715,0.032248,0.670759,-0.000755,0.305222,0.530712,0
12.0000,-1.7188,-1.802383,0.030114,0.695025,-0.000830,0.321080,0.563071,0
12.0000,-1.6406,-1.747117,0.028084,0.720292,-0.000914,0.338277,0.598087,0
12.0000,-1.5625,-1.689837,0.026148,0.746624,-0.001008,0.356942,0.636010,0
12.0000,-1.4844,-1.630457,0.024292,0.774092,-0.001108,0.377213,0.677118,0
12.0000,-1.4062,-1.568885,0.022527,0.802766,-0.001215,0.399236,0.721706,1
12.0000,-1.3281,-1.505025,0.020838,0.832704,-0.001327,0.423166,0.770081,1
12.0000,-1.2500,-1.438775,0.019216,0.863957,-0.001443,0.449161,0.822558,1
12.0000,-1.1719,-1.370032,0.017667,0.896562,-0.001561,0.477375,0.879448,1
12.0000,-1.0938,-1.298688,0.016176,0.930529,-0.001680,0.507953,0.941034,1
12.0000,-1.0156,-1.224637,0.014737,0.965829,-0.001799,0.541009,1.007545,1
12.0000,-0.9375,-1.147777,0.013348,1.002395,-0.001916,0.576615,1.079122,1
12.0000,-0.8594,-1.068013,0.012000,1.040081,-0.002030,0.614764,1.155748,1
12.0000,-0.7812,-0.985264,0.010684,1.078653,-0.002138,0.655338,1.237177,1
12.0000,-0.7031,-0.899473,0.009395,1.117771,-0.002240,0.698058,1.322853,1
12.0000,-0.6250,-0.810612,0.008127,1.156938,-0.002335,0.742426,1.411766,1
12.0000,-0.5469,-0.718701,0.006867,1.195496,-0.002421,0.787665,1.502356,1
12.0000,-0.4688,-0.623816,0.005616,1.232600,-0.002496,0.832663,1.592403,1
12.0000,-0.3906,-0.526108,0.004366,1.267213,-0.002561,0.875951,1.678955,1
12.0000,-0.3125,-0.425814,0.003106,1.298150,-0.002613,0.915720,1.758408,1
12.0000,-0.2344,-0.323272,0.001849,1.324138,-0.002651,0.949930,1.826694,1
12.0000,-0.1562,-0.218918,0.000583,1.343932,-0.002677,0.976507,1.879680,1
12.0000,-0.0781,-0.113282,-0.000686,1.356475,-0.002687,0.993618,1.913728,1
12.0000,0.0000,-0.006968,-0.001944,1.361033,-0.002683,0.999976,1.926280,1
12.0000,0.0781,0.099379,-0.003201,1.357324,-0.002665,0.995082,1.916347,1
12.0000,0.1562,0.205113,-0.004442,1.345570,-0.002632,0.979327,1.884709,1
12.0000,0.2344,0.309624,-0.005662,1.326447,-0.002586,0.953909,1.833743,1
12.0000,0.3125,0.412371,-0.006873,1.300984,-0.002525,0.920610,1.766995,1
12.0000,0.3906,0.512903,-0.008063,1.270411,-0.002452,0.881489,1.688568,1
12.0000,0.4688,0.610872,-0.009245,1.235997,-0.002367,0.838604,1.602557,1
12.0000,0.5469,0.706028,-0.010429,1.198952,-0.002270,0.793799,1.512652,1
12.0000,0.6250,0.798209,-0.011613,1.160326,-0.002164,0.748589,1.421882,1
12.0000,0.7031,0.887329,-0.012815,1.120988,-0.002050,0.704129,1.332557,1
12.0000,0.7812,0.973363,-0.014043,1.081627,-0.001928,0.661235,1.246322,1
12.0000,0.8594,1.056333,-0.015301,1.042746,-0.001801,0.620437,1.164236,1
12.0000,0.9375,1.136292,-0.016601,1.004710,-0.001670,0.582038,1.086912,1
12.0000,1.0156,1.213319,-0.017953,0.967768,-0.001537,0.546173,1.014632,1
12.0000,1.0938,1.287506,-0.019361,0.932064,-0.001403,0.512861,0.947425,1
12.0000,1.1719,1.358954,-0.020830,0.897682,-0.001269,0.482038,0.885174,1
12.0000,1.2500,1.427769,-0.022376,0.864654,-0.001138,0.453594,0.827659,1
12.0000,1.3281,1.494056,-0.023996,0.832969,-0.001011,0.427388,0.774595,1
12.0000,1.4062,1.557920,-0.025695,0.802596,-0.000889,0.403266,0.725677,1
12.0000,1.4844,1.619462,-0.027492,0.773487,-0.000774,0.381070,0.680591,0
12.0000,1.5625,1.678777,-0.029375,0.745579,-0.000666,0.360646,0.639025,0
12.0000,1.6406,1.735958,-0.031358,0.718803,-0.000568,0.341846,0.600683,0
12.0000,1.7188,1.791090,-0.033451,0.693095,-0.000480,0.324530,0.565289,0
12.0000,1.7969,1.844254,-0.035648,0.668380,-0.000402,0.308569,0.532584,0
12.0000,1.8750,1.895525,-0.037958,0.644584,-0.000337,0.293846,0.502328,0
12.0000,1.9531,1.944971,-0.040389,0.621647,-0.000285,0.280253,0.474311,0
12.0000,2.0312,1.992657,-0.042943,0.599497,-0.000244,0.267690,0.448334,0
12.0000,2.1094,2.038642,-0.045616,0.578069,-0.000217,0.256070,0.424218,0
12.0000,2.1875,2.082980,-0.048422,0.557307,-0.000204,0.245311,0.401808,0
12.0000,2.2656,2.125721,-0.051364,0.537154,-0.000204,0.235342,0.380960,0
12.0000,2.3438,2.166911,-0.054431,0.517551,-0.000217,0.226096,0.361541,0
12.0000,2.4219,2.206589,-0.057638,0.498451,-0.000243,0.217515,0.343438,0
12.0000,2.5000,2.244794,-0.060983,0.479812,-0.000281,0.209547,0.326552,0
12.0000,2.5781,2.281559,-0.064462,0.461582,-0.000330,0.202141,0.310785,0
12.0000,2.6562,2.316916,-0.068069,0.443722,-0.000391,0.195257,0.296055,0
12.0000,2.7344,2.350891,-0.071814,0.426201,-0.000463,0.188854,0.282292,0
12.0000,2.8125,2.383510,-0.075685,0.408983,-0.000543,0.182897,0.269431,0
12.0000,2.8906,2.414794,-0.079668,0.392034,-0.000631,0.177354,0.257408,0
12.0000,2.9688,2.444765,-0.083765,0.375331,-0.000727,0.172197,0.246176,0
12.0000,3.0469,2.473440,-0.087967,0.358855,-0.000829,0.167399,0.235690,0
12.0000,3.1250,2.500836,-0.092257,0.342578,-0.000934,0.162937,0.225904,0
12.0000,3.2031,2.526968,-0.096617,0.326481,-0.001044,0.158788,0.216780,0
12.0000,3.2812,2.551849,-0.101046,0.310552,-0.001156,0.154934,0.208289,0
12.0000,3.3594,2.575491,-0.105525,0.294779,-0.001271,0.151356,0.200398,0
12.0000,3.4375,2.597908,-0.110029,0.279145,-0.001387,0.148038,0.193078,0
12.0000,3.5156,2.619108,-0.114537,0.263642,-0.001504,0.144966,0.186303,0
12.0000,3.5938,2.639102,-0.119034,0.248275,-0.001623,0.142126,0.180054,0
12.0000,3.6719,2.657901,-0.123490,0.233045,-0.001741,0.139505,0.174307,0
12.0000,3.7500,2.675515,-0.127862,0.217948,-0.001856,0.137092,0.169038,0
12.0000,3.8281,2.691955,-0.132123,0.202989,-0.001969,0.134878,0.164228,0
12.0000,3.9062,2.707232,-0.136253,0.188175,-0.002077,0.132851,0.159857,0
12.0000,3.9844,2.721358,-0.140228,0.173505,-0.002178,0.131004,0.155905,0
12.0000,4.0625,2.734342,-0.144014,0.158965,-0.002272,0.129328,0.152349,0
12.0000,4.1406,2.746196,-0.147590,0.144554,-0.002360,0.127817,0.149171,0
12.0000,4.2188,2.756929,-0.150935,0.130277,-0.002444,0.126463,0.146355,0
12.0000,4.2969,2.766552,-0.154022,0.116140,-0.002521,0.125262,0.143882,0
12.0000,4.3750,2.775076,-0.156816,0.102135,-0.002590,0.124207,0.141732,0
12.0000,4.4531,2.782510,-0.159292,0.088250,-0.002650,0.123294,0.139888,0
12.0000,4.5312,2.788865,-0.161445,0.074472,-0.002702,0.122519,0.138336,0
12.0000,4.6094,2.794147,-0.163273,0.060791,-0.002746,0.121878,0.137067,0
12.0000,4.6875,2.798363,-0.164761,0.047191,-0.002781,0.121369,0.136068,0
12.0000,4.7656,2.801520,-0.165883,0.033657,-0.002807,0.120989,0.135326,0
12.0000,4.8438,2.803622,-0.166623,0.020172,-0.002825,0.120737,0.134834,0
12.0000,4.9219,2.804672,-0.166988,0.006720,-0.002835,0.120611,0.134588,0
13.5000,-5.0000,-2.651291,0.091639,0.005079,-0.003929,0.140421,0.144635,0
13.5000,-4.9219,-2.650498,0.091621,0.015248,-0.003944,0.140531,0.144847,0
13.5000,-4.8438,-2.648909,0.091577,0.025445,-0.003976,0.140753,0.145272,0
13.5000,-4.7656,-2.646522,0.091506,0.035677,-0.004024,0.141086,0.145911,0
13.5000,-4.6875,-2.643334,0.091411,0.045959,-0.004086,0.141531,0.146768,0
13.5000,-4.6094,-2.639341,0.091294,0.056314,-0.004162,0.142092,0.147847,0
13.5000,-4.5312,-2.634535,0.091142,0.066758,-0.004251,0.142770,0.149154,0
13.5000,-4.4531,-2.628910,0.090948,0.077305,-0.004355,0.143567,0.150693,0
13.5000,-4.3750,-2.622457,0.090717,0.087967,-0.004470,0.144486,0.152473,0
13.5000,-4.2969,-2.615165,0.090450,0.098766,-0.004596,0.145533,0.154503,0
13.5000,-4.2188,-2.607024,0.090130,0.109719,-0.004731,0.146709,0.156792,0
13.5000,-4.1406,-2.598022,0.089745,0.120845,-0.004875,0.148022,0.159353,0
13.5000,-4.0625,-2.588142,0.089298,0.132162,-0.005025,0.149475,0.162197,0
13.5000,-3.9844,-2.577371,0.088791,0.143685,-0.005180,0.151075,0.165342,0
13.5000,-3.9062,-2.565692,0.088209,0.155431,-0.005339,0.152829,0.168801,0
13.5000,-3.8281,-2.553085,0.087537,0.167422,-0.005497,0.154745,0.172593,0
13.5000,-3.7500,-2.539532,0.086774,0.179684,-0.005654,0.156830,0.176741,0
13.5000,-3.6719,-2.525010,0.085917,0.192231,-0.005809,0.159095,0.181265,0
13.5000,-3.5938,-2.509496,0.084957,0.205075,-0.005959,0.161550,0.186190,0
13.5000,-3.5156,-2.492967,0.083894,0.218237,-0.006100,0.164207,0.191542,0
13.5000,-3.4375,-2.475396,0.082719,0.231744,-0.006229,0.167077,0.197354,0
13.5000,-3.3594,-2.456757,0.081421,0.245612,-0.006346,0.170175,0.203656,0
13.5000,-3.2812,-2.437019,0.079997,0.259860,-0.006447,0.173516,0.210483,0
13.5000,-3.2031,-2.416154,0.078459,0.274503,-0.006530,0.177117,0.217875,0
13.5000,-3.1250,-2.394128,0.076806,0.289555,-0.006593,0.180997,0.225872,0
13.5000,-3.0469,-2.370911,0.075033,0.305031,-0.006632,0.185176,0.234518,0
13.5000,-2.9688,-2.346467,0.073143,0.320957,-0.006644,0.189676,0.243863,0
13.5000,-2.8906,-2.320761,0.071143,0.337351,-0.006627,0.194522,0.253961,0
13.5000,-2.8125,-2.293756,0.069034,0.354224,-0.006579,0.199741,0.264867,0
13.5000,-2.7344,-2.265414,0.066830,0.371592,-0.006500,0.205362,0.276642,0
13.5000,-2.6562,-2.235695,0.064552,0.389470,-0.006387,0.211419,0.289353,0
13.5000,-2.5781,-2.204559,0.062203,0.407873,-0.006237,0.217947,0.303069,0
13.5000,-2.5000,-2.171965,0.059794,0.426823,-0.006049,0.224986,0.317870,0
13.5000,-2.4219,-2.137868,0.057338,0.446348,-0.005820,0.232579,0.333844,0
13.5000,-2.3438,-2.102223,0.054845,0.466469,-0.005551,0.240775,0.351084,0
13.5000,-2.2656,-2.064982,0.052324,0.487213,-0.005241,0.249626,0.369692,0
13.5000,-2.1875,-2.026096,0.049799,0.508610,-0.004891,0.259193,0.389784,0
13.5000,-2.1094,-1.985512,0.047281,0.530688,-0.004504,0.269539,0.411480,0
13.5000,-2.0312,-1.943176,0.044780,0.553479,-0.004078,0.280736,0.434917,0
13.5000,-1.9531,-1.899031,0.042317,0.577027,-0.003616,0.292863,0.460247,0
13.5000,-1.8750,-1.853015,0.039895,0.601376,-0.003118,0.306007,0.487638,0
13.5000,-1.7969,-1.805066,0.037520,0.626573,-0.002585,0.320265,0.517274,0
13.5000,-1.7188,-1.755113,0.035202,0.652677,-0.002021,0.335740,0.549361,0
13.5000,-1.6406,-1.703085,0.032942,0.679741,-0.001428,0.352548,0.584122,0
13.5000,-1.5625,-1.648904,0.030743,0.707823,-0.000808,0.370814,0.621799,0
13.5000,-1.4844,-1.592488,0.028612,0.736983,-0.000167,0.390672,0.662658,0
13.5000,-1.4062,-1.533750,0.026549,0.767272,0.000491,0.412265,0.706975,0
13.5000,-1.3281,-1.472601,0.024550,0.798743,0.001162,0.435740,0.755040,0
13.5000,-1.2500,-1.408946,0.022623,0.831436,0.001840,0.461250,0.807151,1
13.5000,-1.1719,-1.342689,0.020759,0.865373,0.002519,0.488941,0.863594,1
13.5000,-1.0938,-1.273732,0.018957,0.900556,0.003194,0.518948,0.924629,1
13.5000,-1.0156,-1.201978,0.017217,0.936950,0.003858,0.551376,0.990463,1
13.5000,-0.9375,-1.127334,0.015526,0.974473,0.004505,0.586285,1.061205,1
13.5000,-0.8594,-1.049716,0.013884,1.012975,0.005129,0.623660,1.136815,1
13.5000,-0.7812,-0.969056,0.012284,1.052219,0.005724,0.663373,1.217030,1
13.5000,-0.7031,-0.885307,0.010711,1.091855,0.006283,0.705140,1.301271,1
13.5000,-0.6250,-0.798454,0.009166,1.131395,0.006801,0.748467,1.388536,1
13.5000,-0.5469,-0.708527,0.007636,1.170187,0.007271,0.792592,1.477291,1
13.5000,-0.4688,-0.615612,0.006114,1.207402,0.007688,0.836435,1.565364,1
13.5000,-0.3906,-0.519870,0.004597,1.242034,0.008048,0.878578,1.649913,1
13.5000,-0.3125,-0.421544,0.003076,1.272932,0.008346,0.917285,1.727469,1
13.5000,-0.2344,-0.320974,0.001554,1.298868,0.008579,0.950610,1.794141,1
13.5000,-0.1562,-0.218596,0.000029,1.318647,0.008743,0.976574,1.845990,1
13.5000,-0.0781,-0.114936,-0.001497,1.331242,0.008836,0.993431,1.879536,1
13.5000,0.0000,-0.010590,-0.003013,1.335946,0.008858,0.999944,1.892325,1
13.5000,0.0781,0.093806,-0.004520,1.332475,0.008808,0.995616,1.883373,1
13.5000,0.1562,0.197610,-0.006008,1.321021,0.008687,0.980788,1.853355,1
13.5000,0.2344,0.300215,-0.007476,1.302218,0.008496,0.956568,1.804483,1
13.5000,0.3125,0.401081,-0.008927,1.277040,0.008237,0.924627,1.740083,1
13.5000,0.3906,0.499753,-0.010358,1.246660,0.007914,0.886920,1.664054,1
13.5000,0.4688,0.595872,-0.011783,1.212309,0.007530,0.845418,1.580334,1
13.5000,0.5469,0.689176,-0.013207,1.175158,0.007090,0.801904,1.492490,1
13.5000,0.6250,0.779490,-0.014639,1.136245,0.006600,0.757863,1.403496,1
13.5000,0.7031,0.866714,-0.016094,1.096433,0.006064,0.714436,1.315648,1
13.5000,0.7812,0.950808,-0.017576,1.056406,0.005489,0.672443,1.230595,1
13.5000,0.8594,1.031778,-0.019099,1.016685,0.004881,0.632427,1.149433,1
13.5000,0.9375,1.109665,-0.020672,0.977642,0.004246,0.594705,1.072812,1
13.5000,1.0156,1.184534,-0.022296,0.939536,0.003591,0.559432,1.001046,1
13.5000,1.0938,1.256467,-0.023986,0.902532,0.002921,0.526642,0.934213,1
13.5000,1.1719,1.325555,-0.025741,0.866726,0.002245,0.496287,0.872227,1
13.5000,1.2500,1.391893,-0.027562,0.832160,0.001566,0.468268,0.814895,1
13.5000,1.3281,1.455580,-0.029458,0.798844,0.000892,0.442455,0.761968,0
13.5000,1.4062,1.516713,-0.031420,0.766757,0.000227,0.418703,0.713160,0
13.5000,1.4844,1.575386,-0.033452,0.735864,-0.000422,0.396862,0.668175,0
13.5000,1.5625,1.631691,-0.035550,0.706121,-0.001052,0.376782,0.626723,0
13.5000,1.6406,1.685717,-0.037709,0.677473,-0.001657,0.358318,0.588521,0
13.5000,1.7188,1.737547,-0.039924,0.649866,-0.002235,0.341336,0.553302,0
13.5000,1.7969,1.787259,-0.042192,0.623246,-0.002781,0.325708,0.520822,0
13.5000,1.8750,1.834929,-0.044502,0.597555,-0.003294,0.311317,0.490851,0
13.5000,1.9531,1.880627,-0.046845,0.572743,-0.003772,0.298058,0.463180,0
13.5000,2.0312,1.924420,-0.049218,0.548766,-0.004213,0.285831,0.437622,0
13.5000,2.1094,1.966371,-0.051600,0.525577,-0.004616,0.274549,0.414003,0
13.5000,2.1875,2.006541,-0.053980,0.503140,-0.004980,0.264131,0.392170,0
13.5000,2.2656,2.044987,-0.056344,0.481424,-0.005305,0.254503,0.371982,0
13.5000,2.3438,2.081764,-0.058671,0.460396,-0.005589,0.245600,0.353310,0
13.5000,2.4219,2.116924,-0.060950,0.440027,-0.005832,0.237362,0.336037,0
13.5000,2.5000,2.150518,-0.063173,0.420291,-0.006035,0.229734,0.320057,0
13.5000,2.5781,2.182594,-0.065326,0.401157,-0.006199,0.222667,0.305269,0
13.5000,2.6562,2.213199,-0.067399,0.382599,-0.006326,0.216116,0.291584,0
13.5000,2.7344,2.242375,-0.069390,0.364598,-0.006419,0.210043,0.278921,0
13.5000,2.8125,2.270167,-0.071281,0.347137,-0.006478,0.204409,0.267205,0
13.5000,2.8906,2.296615,-0.073060,0.330194,-0.006508,0.199182,0.256368,0
13.5000,2.9688,2.321760,-0.074724,0.313754,-0.006508,0.194331,0.246347,0
13.5000,3.0469,2.345639,-0.076271,0.297796,-0.006481,0.189830,0.237083,0
13.5000,3.1250,2.368290,-0.077700,0.282290,-0.006430,0.185653,0.228519,0
13.5000,3.2031,2.389747,-0.079016,0.267218,-0.006357,0.181779,0.220606,0
13.5000,3.2812,2.410043,-0.080222,0.252564,-0.006267,0.178186,0.213300,0
13.5000,3.3594,2.429210,-0.081308,0.238306,-0.006161,0.174855,0.206558,0
13.5000,3.4375,2.447279,-0.082278,0.224427,-0.006042,0.171771,0.200342,0
13.5000,3.5156,2.464277,-0.083145,0.210904,-0.005911,0.168918,0.194617,0
13.5000,3.5938,2.480232,-0.083917,0.197712,-0.005771,0.166282,0.189350,0
13.5000,3.6719,2.495170,-0.084596,0.184826,-0.005626,0.163850,0.184510,0
13.5000,3.7500,2.509112,-0.085191,0.172233,-0.005478,0.161612,0.180074,0
13.5000,3.8281,2.522081,-0.085705,0.159916,-0.005328,0.159556,0.176017,0
13.5000,3.9062,2.534098,-0.086142,0.147849,-0.005179,0.157674,0.172315,0
13.5000,3.9844,2.545182,-0.086514,0.136009,-0.005032,0.155957,0.168950,0
13.5000,4.0625,2.555350,-0.086837,0.124378,-0.004890,0.154399,0.165906,0
13.5000,4.1406,2.564616,-0.087109,0.112941,-0.004754,0.152992,0.163165,0
