t,x,tachyon_field,tachyon_velocity,tachyon_gradient,gauge_field,potential,energy_density,is_soliton_core
7.5000,-5.0000,-2.818674,-0.282934,0.004500,-0.015339,0.118946,0.158985,0
7.5000,-4.9219,-2.817970,-0.282799,0.013511,-0.015309,0.119029,0.159111,0
7.5000,-4.8438,-2.816562,-0.282528,0.022553,-0.015247,0.119196,0.159364,0
7.5000,-4.7656,-2.814446,-0.282118,0.031645,-0.015156,0.119447,0.159746,0
7.5000,-4.6875,-2.811618,-0.281570,0.040809,-0.015033,0.119783,0.160260,0
7.5000,-4.6094,-2.808070,-0.280879,0.050066,-0.014881,0.120205,0.160909,0
7.5000,-4.5312,-2.803795,-0.280045,0.059437,-0.014699,0.120716,0.161700,0
7.5000,-4.4531,-2.798783,-0.279058,0.068944,-0.014487,0.121319,0.162638,0
7.5000,-4.3750,-2.793023,-0.277921,0.078608,-0.014246,0.122014,0.163731,0
7.5000,-4.2969,-2.786500,-0.276621,0.088454,-0.013977,0.122807,0.164986,0
7.5000,-4.2188,-2.779202,-0.275161,0.098504,-0.013679,0.123699,0.166417,0
7.5000,-4.1406,-2.771109,-0.273524,0.108782,-0.013354,0.124697,0.168032,0
7.5000,-4.0625,-2.762205,-0.271713,0.119314,-0.013003,0.125803,0.169848,0
7.5000,-3.9844,-2.752466,-0.269711,0.130126,-0.012625,0.127024,0.171878,0
7.5000,-3.9062,-2.741872,-0.267518,0.141244,-0.012223,0.128366,0.174142,0
7.5000,-3.8281,-2.730397,-0.265120,0.152695,-0.011798,0.129835,0.176657,0
7.5000,-3.7500,-2.718014,-0.262509,0.164509,-0.011351,0.131439,0.179449,0
7.5000,-3.6719,-2.704693,-0.259677,0.176714,-0.010882,0.133186,0.182541,0
7.5000,-3.5938,-2.690402,-0.256608,0.189342,-0.010395,0.135085,0.185962,0
7.5000,-3.5156,-2.675108,-0.253303,0.202423,-0.009891,0.137148,0.189747,0
7.5000,-3.4375,-2.658774,-0.249737,0.215989,-0.009371,0.139384,0.193928,0
7.5000,-3.3594,-2.641360,-0.245916,0.230075,-0.008837,0.141808,0.198549,0
7.5000,-3.2812,-2.622824,-0.241814,0.244711,-0.008292,0.144434,0.203651,0
7.5000,-3.2031,-2.603124,-0.237435,0.259934,-0.007738,0.147276,0.209287,0
7.5000,-3.1250,-2.582210,-0.232763,0.275778,-0.007176,0.150354,0.215512,0
7.5000,-3.0469,-2.560033,-0.227787,0.292274,-0.006610,0.153686,0.222385,0
7.5000,-2.9688,-2.536542,-0.222515,0.309461,-0.006042,0.157294,0.229978,0
7.5000,-2.8906,-2.511680,-0.216923,0.327366,-0.005473,0.161203,0.238360,0
7.5000,-2.8125,-2.485391,-0.211031,0.346026,-0.004907,0.165438,0.247618,0
7.5000,-2.7344,-2.457613,-0.204825,0.365467,-0.004344,0.170031,0.257836,0
7.5000,-2.6562,-2.428287,-0.198317,0.385717,-0.003788,0.175015,0.269113,0
7.5000,-2.5781,-2.397345,-0.191526,0.406805,-0.003240,0.180425,0.281556,0
7.5000,-2.5000,-2.364723,-0.184444,0.428747,-0.002701,0.186305,0.295269,0
7.5000,-2.4219,-2.330353,-0.177115,0.451575,-0.002172,0.192700,0.310385,0
7.5000,-2.3438,-2.294165,-0.169533,0.475309,-0.001655,0.199661,0.327029,0
7.5000,-2.2656,-2.256086,-0.161721,0.499979,-0.001151,0.207245,0.345347,0
7.5000,-2.1875,-2.216043,-0.153708,0.525620,-0.000662,0.215517,0.365502,0
7.5000,-2.1094,-2.173958,-0.145488,0.552251,-0.000192,0.224549,0.387653,0
7.5000,-2.0312,-2.129754,-0.137123,0.579894,0.000256,0.234421,0.411989,0
7.5000,-1.9531,-2.083350,-0.128658,0.608549,0.000681,0.245223,0.438692,0
7.5000,-1.8750,-2.034668,-0.120148,0.638201,0.001081,0.257055,0.467947,0
7.5000,-1.7969,-1.983631,-0.111695,0.668855,0.001458,0.270027,0.499971,0
7.5000,-1.7188,-1.930159,-0.103327,0.700516,0.001815,0.284263,0.534982,0
7.5000,-1.6406,-1.874175,-0.095083,0.733216,0.002151,0.299898,0.573238,0
7.5000,-1.5625,-1.815594,-0.087014,0.767007,0.002466,0.317084,0.615034,0
7.5000,-1.4844,-1.754330,-0.079129,0.801896,0.002759,0.335988,0.660649,1
7.5000,-1.4062,-1.690298,-0.071522,0.837887,0.003028,0.356789,0.710384,1
7.5000,-1.3281,-1.623411,-0.064283,0.874989,0.003275,0.379681,0.764559,1
7.5000,-1.2500,-1.553581,-0.057420,0.913208,0.003504,0.404870,0.823500,1
7.5000,-1.1719,-1.480722,-0.050959,0.952596,0.003714,0.432564,0.887588,1
7.5000,-1.0938,-1.404738,-0.044913,0.993180,0.003908,0.462975,0.957192,1
7.5000,-1.0156,-1.325537,-0.039280,1.034904,0.004082,0.496294,1.032583,1
7.5000,-0.9375,-1.243034,-0.034134,1.077691,0.004238,0.532677,1.113971,1
7.5000,-0.8594,-1.157148,-0.029486,1.121440,0.004381,0.572208,1.201459,1
7.5000,-0.7812,-1.067809,-0.025253,1.165957,0.004512,0.614862,1.294911,1
7.5000,-0.7031,-0.974967,-0.021422,1.210936,0.004627,0.660440,1.393854,1
7.5000,-0.6250,-0.878601,-0.018028,1.255887,0.004729,0.708493,1.497284,1
7.5000,-0.5469,-0.778735,-0.015024,1.300105,0.004821,0.758236,1.603487,1
7.5000,-0.4688,-0.675459,-0.012340,1.342708,0.004902,0.808454,1.709964,1
7.5000,-0.3906,-0.568937,-0.009945,1.382582,0.004973,0.857444,1.813260,1
7.5000,-0.3125,-0.459431,-0.007797,1.418311,0.005033,0.903010,1.908843,1
7.5000,-0.2344,-0.347326,-0.005852,1.448342,0.005083,0.942572,1.991437,1
7.5000,-0.1562,-0.233127,-0.004061,1.471196,0.005124,0.973428,2.055645,1
7.5000,-0.0781,-0.117451,-0.002357,1.485562,0.005156,0.993142,2.096593,1
7.5000,0.0000,-0.001008,-0.000690,1.490473,0.005178,0.999999,2.110755,1
7.5000,0.0781,0.115435,0.000968,1.485598,0.005190,0.993374,2.096876,1
7.5000,0.1562,0.231116,0.002671,1.471311,0.005191,0.973874,2.056256,1
7.5000,0.2344,0.345327,0.004485,1.448500,0.005182,0.943200,1.992287,1
7.5000,0.3125,0.457445,0.006451,1.418442,0.005161,0.903779,1.909790,1
7.5000,0.3906,0.566959,0.008616,1.382692,0.005128,0.858315,1.814273,1
7.5000,0.4688,0.673490,0.011026,1.342811,0.005082,0.809390,1.711024,1
7.5000,0.5469,0.776773,0.013714,1.300142,0.005021,0.759206,1.604485,1
7.5000,0.6250,0.876637,0.016748,1.255817,0.004947,0.709475,1.498155,1
7.5000,0.7031,0.972995,0.020186,1.210778,0.004855,0.661418,1.394616,1
7.5000,0.7812,1.065821,0.024001,1.165712,0.004745,0.615827,1.295560,1
7.5000,0.8594,1.155137,0.028211,1.121085,0.004618,0.573152,1.201970,1
7.5000,0.9375,1.240991,0.032907,1.077215,0.004474,0.533598,1.114341,1
7.5000,1.0156,1.323452,0.038086,1.034289,0.004308,0.497193,1.032801,1
7.5000,1.0938,1.402599,0.043686,0.992440,0.004119,0.463853,0.957283,1
7.5000,1.1719,1.478521,0.049718,0.951764,0.003909,0.433423,0.887596,1
7.5000,1.2500,1.551312,0.056179,0.912259,0.003677,0.405710,0.823407,1
7.5000,1.3281,1.621061,0.063045,0.873887,0.003422,0.380507,0.764346,1
7.5000,1.4062,1.687857,0.070316,0.836648,0.003143,0.357603,0.710080,1
7.5000,1.4844,1.751787,0.077911,0.800536,0.002837,0.336793,0.660274,1
7.5000,1.5625,1.812940,0.085741,0.765541,0.002506,0.317883,0.614605,0
7.5000,1.6406,1.871403,0.093800,0.731656,0.002152,0.300692,0.572774,0
7.5000,1.7188,1.927262,0.102037,0.698827,0.001775,0.285054,0.534464,0
7.5000,1.7969,1.980595,0.110411,0.667021,0.001375,0.270818,0.499399,0
7.5000,1.8750,2.031484,0.118894,0.636234,0.000952,0.257847,0.467342,0
7.5000,1.9531,2.080006,0.127382,0.606455,0.000503,0.246019,0.438059,0
7.5000,2.0312,2.126242,0.135817,0.577701,0.000031,0.235222,0.411350,0
7.5000,2.1094,2.170272,0.144156,0.549971,-0.000463,0.225357,0.387019,0
7.5000,2.1875,2.212175,0.152326,0.523242,-0.000976,0.216332,0.364865,0
7.5000,2.2656,2.252029,0.160333,0.497501,-0.001503,0.208069,0.344719,0
7.5000,2.3438,2.289910,0.168136,0.472714,-0.002043,0.200495,0.326404,0
7.5000,2.4219,2.325890,0.175710,0.448854,-0.002594,0.193546,0.309764,0
7.5000,2.5000,2.360043,0.183056,0.425904,-0.003154,0.187164,0.294664,0
7.5000,2.5781,2.392438,0.190123,0.403833,-0.003722,0.181298,0.280961,0
7.5000,2.6562,2.423142,0.196917,0.382627,-0.004296,0.175903,0.268542,0
7.5000,2.7344,2.452223,0.203414,0.362258,-0.004875,0.170937,0.257290,0
7.5000,2.8125,2.479745,0.209598,0.342699,-0.005455,0.166362,0.247097,0
7.5000,2.8906,2.505770,0.215482,0.323926,-0.006035,0.162145,0.237873,0
7.5000,2.9688,2.530358,0.221042,0.305900,-0.006612,0.158257,0.229520,0
7.5000,3.0469,2.553567,0.226300,0.288596,-0.007185,0.154671,0.221965,0
7.5000,3.1250,2.575451,0.231246,0.271975,-0.007751,0.151362,0.215126,0
7.5000,3.2031,2.596063,0.235890,0.256005,-0.008307,0.148308,0.208939,0
7.5000,3.2812,2.615452,0.240247,0.240651,-0.008852,0.145491,0.203344,0
7.5000,3.3594,2.633665,0.244310,0.225875,-0.009383,0.142893,0.198280,0
7.5000,3.4375,2.650745,0.248107,0.211648,-0.009899,0.140497,0.193704,0
7.5000,3.5156,2.666735,0.251629,0.197932,-0.010397,0.138290,0.189565,0
7.5000,3.5938,2.681672,0.254903,0.184696,-0.010877,0.136259,0.185828,0
7.5000,3.6719,2.695594,0.257927,0.171905,-0.011336,0.134392,0.182453,0
7.5000,3.7500,2.708532,0.260717,0.159529,-0.011773,0.132680,0.179411,0
7.5000,3.8281,2.720520,0.263281,0.147538,-0.012187,0.131113,0.176672,0
7.5000,3.9062,2.731585,0.265627,0.135900,-0.012577,0.129682,0.174210,0
7.5000,3.9844,2.741754,0.267769,0.124587,-0.012942,0.128381,0.172004,0
7.5000,4.0625,2.751052,0.269708,0.113570,-0.013281,0.127203,0.170033,0
7.5000,4.1406,2.759500,0.271461,0.102824,-0.013593,0.126141,0.168282,0
7.5000,4.2188,2.767118,0.273026,0.092319,-0.013878,0.125191,0.166731,0
7.5000,4.2969,2.773925,0.274419,0.082033,-0.014136,0.124349,0.165372,0
7.5000,4.3750,2.779936,0.275638,0.071938,-0.014366,0.123609,0.164190,0
7.5000,4.4531,2.785165,0.276695,0.062012,-0.014568,0.122969,0.163176,0
7.5000,4.5312,2.789625,0.277590,0.052231,-0.014741,0.122426,0.162322,0
7.5000,4.6094,2.793326,0.278331,0.042570,-0.014885,0.121977,0.161620,0
7.5000,4.6875,2.796277,0.278918,0.033009,-0.015001,0.121621,0.161066,0
7.5000,4.7656,2.798484,0.279357,0.023523,-0.015088,0.121355,0.160654,0
7.5000,4.8438,2.799952,0.279648,0.014092,-0.015146,0.121178,0.160380,0
7.5000,4.9219,2.800686,0.279793,0.004694,-0.015175,0.121090,0.160245,0
9.0000,-5.0000,-3.091743,-0.086811,0.006797,0.000307,0.090658,0.094551,0
9.0000,-4.9219,-3.090681,-0.086460,0.020406,0.000283,0.090754,0.094801,0
9.0000,-4.8438,-3.088554,-0.085761,0.034063,0.000235,0.090947,0.095305,0
9.0000,-4.7656,-3.085358,-0.084712,0.047797,0.000164,0.091237,0.096068,0
9.0000,-4.6875,-3.081086,-0.083316,0.061640,0.000069,0.091626,0.097097,0
9.0000,-4.6094,-3.075727,-0.081572,0.075620,-0.000049,0.092116,0.098402,0
9.0000,-4.5312,-3.069270,-0.079486,0.089767,-0.000189,0.092710,0.099998,0
9.0000,-4.4531,-3.061701,-0.077058,0.104107,-0.000351,0.093411,0.101899,0
9.0000,-4.3750,-3.053003,-0.074296,0.118665,-0.000534,0.094224,0.104123,0
9.0000,-4.2969,-3.043160,-0.071204,0.133463,-0.000737,0.095152,0.106691,0
9.0000,-4.2188,-3.032150,-0.067795,0.148523,-0.000960,0.096200,0.109625,0
9.0000,-4.1406,-3.019953,-0.064077,0.163859,-0.001200,0.097375,0.112949,0
9.0000,-4.0625,-3.006547,-0.060066,0.179487,-0.001456,0.098683,0.116690,0
9.0000,-3.9844,-2.991908,-0.055780,0.195417,-0.001726,0.100131,0.120874,0
9.0000,-3.9062,-2.976013,-0.051234,0.211659,-0.002008,0.101727,0.125531,0
9.0000,-3.8281,-2.958836,-0.046451,0.228221,-0.002301,0.103480,0.130692,0
9.0000,-3.7500,-2.940353,-0.041446,0.245111,-0.002602,0.105400,0.136386,0
9.0000,-3.6719,-2.920538,-0.036245,0.262334,-0.002911,0.107497,0.142649,0
9.0000,-3.5938,-2.899364,-0.030864,0.279891,-0.003226,0.109784,0.149511,0
9.0000,-3.5156,-2.876805,-0.025343,0.297777,-0.003548,0.112273,0.157007,0
9.0000,-3.4375,-2.852836,-0.019718,0.315971,-0.003873,0.114978,0.165165,0
9.0000,-3.3594,-2.827434,-0.014047,0.334449,-0.004201,0.117916,0.174012,0
9.0000,-3.2812,-2.800578,-0.008380,0.353180,-0.004526,0.121102,0.183570,0
9.0000,-3.2031,-2.772250,-0.002772,0.372141,-0.004846,0.124555,0.193864,0
9.0000,-3.1250,-2.742431,0.002740,0.391321,-0.005155,0.128295,0.204920,0
9.0000,-3.0469,-2.711106,0.008130,0.410713,-0.005452,0.132342,0.216768,0
9.0000,-2.9688,-2.678257,0.013359,0.430311,-0.005734,0.136721,0.229439,0
9.0000,-2.8906,-2.643870,0.018391,0.450090,-0.006001,0.141456,0.242956,0
9.0000,-2.8125,-2.607931,0.023157,0.470024,-0.006250,0.146578,0.257342,0
9.0000,-2.7344,-2.570429,0.027616,0.490094,-0.006476,0.152115,0.272623,0
9.0000,-2.6562,-2.531354,0.031737,0.510305,-0.006677,0.158102,0.288836,0
9.0000,-2.5781,-2.490694,0.035513,0.530679,-0.006848,0.164575,0.306036,0
9.0000,-2.5000,-2.448435,0.038943,0.551232,-0.006990,0.171576,0.324279,0
9.0000,-2.4219,-2.404564,0.041984,0.571975,-0.007102,0.179149,0.343620,0
9.0000,-2.3438,-2.359064,0.044621,0.592915,-0.007182,0.187344,0.364123,0
9.0000,-2.2656,-2.311921,0.046835,0.614092,-0.007225,0.196216,0.385874,0
9.0000,-2.1875,-2.263112,0.048656,0.635567,-0.007231,0.205825,0.408986,0
9.0000,-2.1094,-2.212613,0.050106,0.657398,-0.007200,0.216240,0.433583,0
9.0000,-2.0312,-2.160394,0.051165,0.679632,-0.007134,0.227536,0.459795,0
9.0000,-1.9531,-2.106421,0.051842,0.702317,-0.007030,0.239795,0.487764,0
9.0000,-1.8750,-2.050657,0.052151,0.725543,-0.006888,0.253112,0.517678,0
9.0000,-1.7969,-1.993055,0.052138,0.749406,-0.006710,0.267587,0.549752,0
9.0000,-1.7188,-1.933562,0.051827,0.773982,-0.006498,0.283337,0.584205,0
9.0000,-1.6406,-1.872120,0.051199,0.799351,-0.006255,0.300487,0.621281,0
9.0000,-1.5625,-1.808663,0.050292,0.825606,-0.005980,0.319175,0.661256,1
9.0000,-1.4844,-1.743119,0.049146,0.852864,-0.005678,0.339552,0.704454,1
9.0000,-1.4062,-1.675403,0.047778,0.881223,-0.005352,0.361783,0.751208,1
9.0000,-1.3281,-1.605428,0.046200,0.910751,-0.005008,0.386041,0.801852,1
9.0000,-1.2500,-1.533098,0.044413,0.941546,-0.004646,0.412509,0.856762,1
9.0000,-1.1719,-1.458311,0.042470,0.973696,-0.004273,0.441372,0.916330,1
9.0000,-1.0938,-1.380958,0.040390,1.007241,-0.003894,0.472808,0.980907,1
9.0000,-1.0156,-1.300930,0.038140,1.042193,-0.003514,0.506972,1.050801,1
9.0000,-0.9375,-1.218116,0.035763,1.078526,-0.003136,0.543981,1.126250,1
9.0000,-0.8594,-1.132410,0.033284,1.116155,-0.002768,0.583876,1.207353,1
9.0000,-0.7812,-1.043717,0.030678,1.154883,-0.002415,0.626587,1.293959,1
9.0000,-0.7031,-0.951960,0.027953,1.194382,-0.002081,0.671870,1.385561,1
9.0000,-0.6250,-0.857094,0.025125,1.234201,-0.001772,0.719244,1.481213,1
9.0000,-0.5469,-0.759116,0.022188,1.273684,-0.001492,0.767912,1.579322,1
9.0000,-0.4688,-0.658081,0.019136,1.311925,-0.001246,0.816684,1.677471,1
9.0000,-0.3906,-0.554127,0.015967,1.347835,-0.001038,0.863933,1.772421,1
9.0000,-0.3125,-0.447482,0.012696,1.380124,-0.000871,0.907604,1.860089,1
9.0000,-0.2344,-0.338483,0.009333,1.407343,-0.000748,0.945328,1.935711,1
9.0000,-0.1562,-0.227585,0.005875,1.428085,-0.000672,0.974650,1.994414,1
9.0000,-0.0781,-0.115345,0.002362,1.441152,-0.000642,0.993384,2.031881,1
9.0000,0.0000,-0.002405,-0.001166,1.445684,-0.000661,0.999997,2.045034,1
9.0000,0.0781,0.110543,-0.004700,1.441375,-0.000729,0.993921,2.032748,1
9.0000,0.1562,0.222810,-0.008194,1.428532,-0.000843,0.975681,1.996101,1
9.0000,0.2344,0.333751,-0.011607,1.407952,-0.001003,0.946778,1.938044,1
9.0000,0.3125,0.442803,-0.014934,1.380836,-0.001206,0.909381,1.862880,1
9.0000,0.3906,0.549507,-0.018158,1.348618,-0.001449,0.865938,1.775521,1
9.0000,0.4688,0.653524,-0.021264,1.312710,-0.001728,0.818829,1.680691,1
9.0000,0.5469,0.754618,-0.024253,1.274408,-0.002039,0.770123,1.582505,1
9.0000,0.6250,0.852650,-0.027129,1.234851,-0.002378,0.721464,1.484290,1
9.0000,0.7031,0.947564,-0.029900,1.194921,-0.002739,0.674058,1.388451,1
9.0000,0.7812,1.039357,-0.032558,1.155270,-0.003117,0.628717,1.296598,1
9.0000,0.8594,1.128075,-0.035092,1.116391,-0.003508,0.585933,1.209737,1
9.0000,0.9375,1.213793,-0.037532,1.078607,-0.003905,0.545956,1.128379,1
9.0000,1.0156,1.296607,-0.039857,1.042101,-0.004302,0.508864,1.052664,1
9.0000,1.0938,1.376621,-0.042029,1.006971,-0.004695,0.474617,0.982512,1
9.0000,1.1719,1.453946,-0.044080,0.973254,-0.005080,0.443104,0.917701,1
9.0000,1.2500,1.528692,-0.045995,0.940944,-0.005449,0.414168,0.857925,1
9.0000,1.3281,1.600969,-0.047722,0.909976,-0.005799,0.387632,0.802808,1
9.0000,1.4062,1.670876,-0.049265,0.880267,-0.006128,0.363312,0.751967,1
9.0000,1.4844,1.738510,-0.050610,0.851754,-0.006430,0.341027,0.705055,1
9.0000,1.5625,1.803963,-0.051740,0.824344,-0.006702,0.320599,0.661712,1
9.0000,1.6406,1.867314,-0.052622,0.797919,-0.006941,0.301867,0.621591,0
9.0000,1.7188,1.928638,-0.053211,0.772385,-0.007145,0.284678,0.584384,0
9.0000,1.7969,1.987999,-0.053528,0.747657,-0.007315,0.268894,0.549822,0
9.0000,1.8750,2.045459,-0.053548,0.723653,-0.007446,0.254387,0.517658,0
9.0000,1.9531,2.101070,-0.053223,0.700270,-0.007538,0.241044,0.487650,0
9.0000,2.0312,2.154876,-0.052538,0.677414,-0.007591,0.228761,0.459588,0
9.0000,2.1094,2.206916,-0.051480,0.655029,-0.007607,0.217446,0.433306,0
9.0000,2.1875,2.257225,-0.050063,0.633056,-0.007585,0.207014,0.408653,0
9.0000,2.2656,2.305831,-0.048262,0.611431,-0.007526,0.197391,0.385488,0
9.0000,2.3438,2.352761,-0.046045,0.590086,-0.007430,0.188507,0.363680,0
9.0000,2.4219,2.398032,-0.043425,0.568971,-0.007301,0.180304,0.343126,0
9.0000,2.5000,2.441662,-0.040411,0.548071,-0.007142,0.172724,0.323752,0
9.0000,2.5781,2.483668,-0.037038,0.527365,-0.006954,0.165720,0.305487,0
9.0000,2.6562,2.524063,-0.033302,0.506829,-0.006738,0.159244,0.288265,0
9.0000,2.7344,2.562860,-0.029208,0.486434,-0.006496,0.153257,0.272027,0
9.0000,2.8125,2.600069,-0.024782,0.466169,-0.006232,0.147722,0.256725,0
9.0000,2.8906,2.635699,-0.020059,0.446046,-0.005951,0.142605,0.242329,0
9.0000,2.9688,2.669763,-0.015104,0.426086,-0.005656,0.137876,0.228814,0
9.0000,3.0469,2.702275,-0.009949,0.406308,-0.005347,0.133505,0.216152,0
9.0000,3.1250,2.733249,-0.004635,0.386715,-0.005027,0.129468,0.204312,0
9.0000,3.2031,2.762699,0.000815,0.367314,-0.004697,0.125741,0.193264,0
9.0000,3.2812,2.790642,0.006360,0.348116,-0.004363,0.122303,0.182982,0
9.0000,3.3594,2.817092,0.011947,0.329143,-0.004028,0.119133,0.173443,0
9.0000,3.4375,2.842070,0.017524,0.310426,-0.003695,0.116215,0.164626,0
9.0000,3.5156,2.865597,0.023030,0.291991,-0.003368,0.113530,0.156503,0
9.0000,3.5938,2.887694,0.028427,0.273859,-0.003047,0.111064,0.149050,0
9.0000,3.6719,2.908387,0.033672,0.256038,-0.002733,0.108803,0.142232,0
9.0000,3.7500,2.927700,0.038744,0.238531,-0.002428,0.106734,0.136020,0
9.0000,3.8281,2.945657,0.043611,0.221336,-0.002133,0.104845,0.130379,0
9.0000,3.9062,2.962284,0.048254,0.204448,-0.001848,0.103126,0.125279,0
9.0000,3.9844,2.977603,0.052647,0.187863,-0.001577,0.101566,0.120689,0
9.0000,4.0625,2.991637,0.056771,0.171572,-0.001321,0.100158,0.116580,0
9.0000,4.1406,3.004411,0.060604,0.155568,-0.001081,0.098893,0.112923,0
9.0000,4.2188,3.015945,0.064128,0.139838,-0.000860,0.097764,0.109691,0
9.0000,4.2969,3.026260,0.067331,0.124366,-0.000657,0.096766,0.106860,0
9.0000,4.3750,3.035377,0.070198,0.109134,-0.000475,0.095892,0.104405,0
9.0000,4.4531,3.043313,0.072722,0.094121,-0.000314,0.095137,0.102306,0
9.0000,4.5312,3.050083,0.074895,0.079301,-0.000175,0.094498,0.100542,0
9.0000,4.6094,3.055703,0.076713,0.064649,-0.000059,0.093971,0.099098,0
9.0000,4.6875,3.060185,0.078170,0.050136,0.000035,0.093552,0.097960,0
9.0000,4.7656,3.063537,0.079266,0.035732,0.000106,0.093241,0.097116,0
9.0000,4.8438,3.065768,0.079997,0.021408,0.000153,0.093034,0.096558,0
9.0000,4.9219,3.066882,0.080363,0.007131,0.000177,0.092931,0.096281,0
10.5000,-5.0000,-3.077267,0.100039,0.009768,0.007372,0.091975,0.097039,0
10.5000,-4.9219,-3.075741,0.100119,0.029283,0.007373,0.092115,0.097568,0
10.5000,-4.8438,-3.072692,0.100266,0.048734,0.007376,0.092395,0.098621,0
10.5000,-4.7656,-3.068126,0.100460,0.068081,0.007383,0.092816,0.100191,0
10.5000,-4.6875,-3.062054,0.100678,0.087290,0.007395,0.093379,0.102268,0
10.5000,-4.6094,-3.054487,0.100903,0.106332,0.007414,0.094085,0.104840,0
10.5000,-4.5312,-3.045440,0.101125,0.125187,0.007439,0.094936,0.107895,0
10.5000,-4.4531,-3.034927,0.101332,0.143835,0.007469,0.095935,0.111423,0
10.5000,-4.3750,-3.022965,0.101508,0.162251,0.007500,0.097084,0.115407,0
10.5000,-4.2969,-3.009575,0.101624,0.180407,0.007532,0.098386,0.119832,0
10.5000,-4.2188,-2.994777,0.101651,0.198276,0.007562,0.099845,0.124676,0
10.5000,-4.1406,-2.978594,0.101565,0.215842,0.007593,0.101466,0.129924,0
10.5000,-4.0625,-2.961052,0.101357,0.233105,0.007622,0.103252,0.135564,0
10.5000,-3.9844,-2.942172,0.101024,0.250074,0.007649,0.105209,0.141586,0
10.5000,-3.9062,-2.921977,0.100560,0.266755,0.007670,0.107343,0.147982,0
10.5000,-3.8281,-2.900491,0.099944,0.283145,0.007684,0.109661,0.154744,0
10.5000,-3.7500,-2.877736,0.099160,0.299251,0.007689,0.112169,0.161863,0
10.5000,-3.6719,-2.853733,0.098202,0.315091,0.007685,0.114876,0.169341,0
10.5000,-3.5938,-2.828503,0.097089,0.330700,0.007671,0.117791,0.177187,0
10.5000,-3.5156,-2.802061,0.095827,0.346109,0.007643,0.120924,0.185412,0
10.5000,-3.4375,-2.774423,0.094413,0.361338,0.007599,0.124287,0.194027,0
10.5000,-3.3594,-2.745602,0.092841,0.376411,0.007537,0.127892,0.203044,0
10.5000,-3.2812,-2.715609,0.091120,0.391366,0.007457,0.131752,0.212487,0
10.5000,-3.2031,-2.684451,0.089278,0.406252,0.007356,0.135884,0.222390,0
10.5000,-3.1250,-2.652132,0.087326,0.421111,0.007232,0.140304,0.232785,0
10.5000,-3.0469,-2.618653,0.085265,0.435971,0.007082,0.145031,0.243703,0
10.5000,-2.9688,-2.584012,0.083092,0.450872,0.006905,0.150086,0.255184,0
10.5000,-2.8906,-2.548204,0.080840,0.465869,0.006701,0.155493,0.267280,0
10.5000,-2.8125,-2.511220,0.078525,0.481014,0.006465,0.161276,0.280050,0
10.5000,-2.7344,-2.473046,0.076152,0.496344,0.006196,0.167464,0.293548,0
10.5000,-2.6562,-2.433666,0.073718,0.511901,0.005893,0.174090,0.307835,0
10.5000,-2.5781,-2.393061,0.071242,0.527743,0.005556,0.181187,0.322990,0
10.5000,-2.5000,-2.351206,0.068752,0.543929,0.005183,0.188795,0.339098,0
10.5000,-2.4219,-2.308072,0.066241,0.560505,0.004771,0.196957,0.356246,0
10.5000,-2.3438,-2.263627,0.063713,0.577516,0.004322,0.205721,0.374526,0
10.5000,-2.2656,-2.217835,0.061179,0.595029,0.003834,0.215140,0.394055,0
10.5000,-2.1875,-2.170654,0.058664,0.613109,0.003309,0.225273,0.414960,0
10.5000,-2.1094,-2.122037,0.056161,0.631807,0.002745,0.236186,0.437368,0
10.5000,-2.0312,-2.071934,0.053662,0.651182,0.002144,0.247951,0.461425,0
10.5000,-1.9531,-2.020290,0.051196,0.671310,0.001508,0.260650,0.487305,0
10.5000,-1.8750,-1.967042,0.048764,0.692264,0.000837,0.274372,0.515191,0
10.5000,-1.7969,-1.912124,0.046359,0.714100,0.000134,0.289217,0.545276,0
10.5000,-1.7188,-1.855464,0.043984,0.736897,-0.000599,0.305295,0.577785,0
10.5000,-1.6406,-1.796983,0.041655,0.760741,-0.001357,0.322725,0.612968,0
10.5000,-1.5625,-1.736598,0.039372,0.785698,-0.002138,0.341640,0.651086,0
10.5000,-1.4844,-1.674218,0.037115,0.811841,-0.002938,0.362183,0.692423,1
10.5000,-1.4062,-1.609748,0.034908,0.839252,-0.003751,0.384505,0.737294,1
10.5000,-1.3281,-1.543085,0.032750,0.868000,-0.004573,0.408770,0.786024,1
10.5000,-1.2500,-1.474123,0.030621,0.898135,-0.005398,0.435144,0.838940,1
10.5000,-1.1719,-1.402751,0.028534,0.929705,-0.006219,0.463790,0.896376,1
10.5000,-1.0938,-1.328857,0.026489,0.962738,-0.007032,0.494865,0.958650,1
10.5000,-1.0156,-1.252324,0.024473,0.997209,-0.007828,0.528499,1.026012,1
10.5000,-0.9375,-1.173043,0.022481,1.033054,-0.008602,0.564775,1.098628,1
10.5000,-0.8594,-1.090909,0.020516,1.070154,-0.009345,0.603703,1.176528,1
10.5000,-0.7812,-1.005831,0.018570,1.108276,-0.010052,0.645178,1.259489,1
10.5000,-0.7031,-0.917741,0.016623,1.147080,-0.010714,0.688931,1.346966,1
10.5000,-0.6250,-0.826600,0.014681,1.186087,-0.011326,0.734465,1.437975,1
10.5000,-0.5469,-0.732415,0.012738,1.224620,-0.011881,0.780992,1.530922,1
10.5000,-0.4688,-0.635253,0.010766,1.261818,-0.012372,0.827369,1.623523,1
