s,delta_d,tau1,tau2,t1,t2,min_mass_gap,theoretical_bound,eft_cutoff
3.0000,4.211696,0.000000,19.649858,0.000000,19.649858,0.05089095,0.05088848,0.50888481
3.0100,4.225632,0.000000,19.844456,0.000000,19.844456,0.05039191,0.05038945,0.50389453
3.0200,4.239568,0.000000,20.040971,0.000000,20.040971,0.04989778,0.04989534,0.49895343
3.0300,4.253504,0.000000,20.239423,0.000000,20.239423,0.04940852,0.04940610,0.49406101
3.0400,4.267438,0.000000,20.439830,0.000000,20.439830,0.04892409,0.04892168,0.48921679
3.0500,4.281372,0.000000,20.642212,0.000000,20.642212,0.04844442,0.04844203,0.48442030
3.0600,4.295306,0.000000,20.846588,0.000000,20.846588,0.04796948,0.04796711,0.47967107
3.0700,4.309238,0.000000,21.052977,0.000000,21.052977,0.04749922,0.04749686,0.47496862
3.0800,4.323170,0.000000,21.261400,0.000000,21.261400,0.04703359,0.04703125,0.47031249
3.0900,4.337102,0.000000,21.471875,0.000000,21.471875,0.04657255,0.04657022,0.46570223
3.1000,4.351032,0.000000,21.684424,0.000000,21.684424,0.04611605,0.04611374,0.46113738
3.1100,4.364962,0.000000,21.899067,0.000000,21.899067,0.04566405,0.04566175,0.45661749
3.1200,4.378891,0.000000,22.115824,0.000000,22.115824,0.04521649,0.04521421,0.45214211
3.1300,4.392820,0.000000,22.334716,0.000000,22.334716,0.04477335,0.04477108,0.44771082
3.1400,4.406748,0.000000,22.555764,0.000000,22.555764,0.04433457,0.04433232,0.44332316
3.1500,4.420675,0.000000,22.778988,0.000000,22.778988,0.04390011,0.04389787,0.43897871
3.1600,4.434602,0.000000,23.004411,0.000000,23.004411,0.04346992,0.04346770,0.43467703
3.1700,4.448528,0.000000,23.232054,0.000000,23.232054,0.04304398,0.04304177,0.43041772
3.1800,4.462453,0.000000,23.461938,0.000000,23.461938,0.04262223,0.04262003,0.42620034
3.1900,4.476378,0.000000,23.694086,0.000000,23.694086,0.04220462,0.04220245,0.42202449
3.2000,4.490302,0.000000,23.928519,0.000000,23.928519,0.04179114,0.04178897,0.41788975
3.2100,4.504225,0.000000,24.165261,0.000000,24.165261,0.04138172,0.04137957,0.41379571
3.2200,4.518148,0.000000,24.404333,0.000000,24.404333,0.04097633,0.04097420,0.40974198
3.2300,4.532069,0.000000,24.645759,0.000000,24.645759,0.04057493,0.04057281,0.40572814
3.2400,4.545991,0.000000,24.889562,0.000000,24.889562,0.04017749,0.04017538,0.40175382
3.2500,4.559911,0.000000,25.135764,0.000000,25.135764,0.03978395,0.03978186,0.39781862
3.2600,4.573831,0.000000,25.384390,0.000000,25.384390,0.03939429,0.03939221,0.39392215
3.2700,4.587750,0.000000,25.635463,0.000000,25.635463,0.03900846,0.03900640,0.39006403
3.2800,4.601669,0.000000,25.889007,0.000000,25.889007,0.03862643,0.03862439,0.38624387
3.2900,4.615587,0.000000,26.145046,0.000000,26.145046,0.03824816,0.03824613,0.38246131
3.3000,4.629504,0.000000,26.403605,0.000000,26.403605,0.03787362,0.03787160,0.37871598
3.3100,4.643421,0.000000,26.664709,0.000000,26.664709,0.03750275,0.03750075,0.37500749
3.3200,4.657337,0.000000,26.928381,0.000000,26.928381,0.03713554,0.03713355,0.37133550
3.3300,4.671252,0.000000,27.194649,0.000000,27.194649,0.03677194,0.03676996,0.36769963
3.3400,4.685167,0.000000,27.463536,0.000000,27.463536,0.03641192,0.03640995,0.36409954
3.3500,4.699081,0.000000,27.735069,0.000000,27.735069,0.03605544,0.03605349,0.36053486
3.3600,4.712994,0.000000,28.009273,0.000000,28.009273,0.03570246,0.03570053,0.35700526
3.3700,4.726906,0.000000,28.286175,0.000000,28.286175,0.03535296,0.03535104,0.35351037
3.3800,4.740818,0.000000,28.565800,0.000000,28.565800,0.03500690,0.03500499,0.35004986
3.3900,4.754730,0.000000,28.848177,0.000000,28.848177,0.03466424,0.03466234,0.34662339
3.4000,4.768640,0.000000,29.133331,0.000000,29.133331,0.03432495,0.03432306,0.34323062
3.4100,4.782550,0.000000,29.421290,0.000000,29.421290,0.03398899,0.03398712,0.33987122
3.4200,4.796459,0.000000,29.712081,0.000000,29.712081,0.03365634,0.03365449,0.33654486
3.4300,4.810368,0.000000,30.005732,0.000000,30.005732,0.03332697,0.03332512,0.33325122
3.4400,4.824276,0.000000,30.302271,0.000000,30.302271,0.03300083,0.03299900,0.32998996
3.4500,4.838183,0.000000,30.601726,0.000000,30.601726,0.03267790,0.03267608,0.32676077
3.4600,4.852090,0.000000,30.904126,0.000000,30.904126,0.03235814,0.03235633,0.32356333
3.4700,4.865996,0.000000,31.209499,0.000000,31.209499,0.03204153,0.03203973,0.32039733
3.4800,4.879901,0.000000,31.517875,0.000000,31.517875,0.03172803,0.03172625,0.31726246
3.4900,4.893805,0.000000,31.829284,0.000000,31.829284,0.03141761,0.03141584,0.31415841
3.5000,4.907709,0.000000,32.143754,0.000000,32.143754,0.03111024,0.03110849,0.31108488
3.5100,4.921613,0.000000,32.461315,0.000000,32.461315,0.03080590,0.03080416,0.30804156
3.5200,4.935515,0.000000,32.781999,0.000000,32.781999,0.03050455,0.03050282,0.30502815
3.5300,4.949417,0.000000,33.105834,0.000000,33.105834,0.03020616,0.03020444,0.30204437
3.5400,4.963318,0.000000,33.432854,0.000000,33.432854,0.02991070,0.02990899,0.29908991
3.5500,4.977219,0.000000,33.763087,0.000000,33.763087,0.02961814,0.02961645,0.29616450
3.5600,4.991119,0.000000,34.096567,0.000000,34.096567,0.02932847,0.02932678,0.29326783
3.5700,5.005018,0.000000,34.433324,0.000000,34.433324,0.02904163,0.02903996,0.29039963
3.5800,5.018917,0.000000,34.773390,0.000000,34.773390,0.02875762,0.02875596,0.28755962
3.5900,5.032815,0.000000,35.116799,0.000000,35.116799,0.02847640,0.02847475,0.28474752
3.6000,5.046712,0.000000,35.463583,0.000000,35.463583,0.02819794,0.02819630,0.28196305
3.6100,5.060609,0.000000,35.813774,0.000000,35.813774,0.02792222,0.02792059,0.27920594
3.6200,5.074505,0.000000,36.167406,0.000000,36.167406,0.02764920,0.02764759,0.27647592
3.6300,5.088400,0.000000,36.524513,0.000000,36.524513,0.02737887,0.02737727,0.27377272
3.6400,5.102295,0.000000,36.885128,0.000000,36.885128,0.02711120,0.02710961,0.27109608
3.6500,5.116189,0.000000,37.249287,0.000000,37.249287,0.02684615,0.02684457,0.26844573
3.6600,5.130082,0.000000,37.617023,0.000000,37.617023,0.02658371,0.02658214,0.26582142
3.6700,5.143974,0.000000,37.988371,0.000000,37.988371,0.02632384,0.02632229,0.26322289
3.6800,5.157866,0.000000,38.363368,0.000000,38.363368,0.02606653,0.02606499,0.26064988
3.6900,5.171758,0.000000,38.742048,0.000000,38.742048,0.02581175,0.02581021,0.25810215
3.7000,5.185648,0.000000,39.124448,0.000000,39.124448,0.02555947,0.02555794,0.25557943
3.7100,5.199538,0.000000,39.510603,0.000000,39.510603,0.02530966,0.02530815,0.25308150
3.7200,5.213428,0.000000,39.900551,0.000000,39.900551,0.02506231,0.02506081,0.25060809
3.7300,5.227316,0.000000,40.294329,0.000000,40.294329,0.02481739,0.02481590,0.24815898
3.7400,5.241204,0.000000,40.691974,0.000000,40.691974,0.02457487,0.02457339,0.24573391
3.7500,5.255092,0.000000,41.093524,0.000000,41.093524,0.02433473,0.02433327,0.24333266
3.7600,5.268978,0.000000,41.499017,0.000000,41.499017,0.02409696,0.02409550,0.24095498
3.7700,5.282864,0.000000,41.908491,0.000000,41.908491,0.02386151,0.02386007,0.23860065
3.7800,5.296750,0.000000,42.321986,0.000000,42.321986,0.02362838,0.02362694,0.23626943
3.7900,5.310634,0.000000,42.739541,0.000000,42.739541,0.02339754,0.02339611,0.23396110
3.8000,5.324518,0.000000,43.161195,0.000000,43.161195,0.02316896,0.02316754,0.23167543
3.8100,5.338402,0.000000,43.586988,0.000000,43.586988,0.02294263,0.02294122,0.22941220
3.8200,5.352284,0.000000,44.016962,0.000000,44.016962,0.02271851,0.02271712,0.22717119
3.8300,5.366166,0.000000,44.451156,0.000000,44.451156,0.02249660,0.02249522,0.22495217
3.8400,5.380048,0.000000,44.889612,0.000000,44.889612,0.02227687,0.02227549,0.22275493
3.8500,5.393928,0.000000,45.332372,0.000000,45.332372,0.02205929,0.02205793,0.22057925
3.8600,5.407808,0.000000,45.779478,0.000000,45.779478,0.02184385,0.02184249,0.21842493
3.8700,5.421688,0.000000,46.230971,0.000000,46.230971,0.02163052,0.02162917,0.21629175
3.8800,5.435566,0.000000,46.686896,0.000000,46.686896,0.02141929,0.02141795,0.21417950
3.8900,5.449445,0.000000,47.147294,0.000000,47.147294,0.02121012,0.02120880,0.21208798
3.9000,5.463322,0.000000,47.612211,0.000000,47.612211,0.02100302,0.02100170,0.21001698
3.9100,5.477199,0.000000,48.081690,0.000000,48.081690,0.02079794,0.02079663,0.20796630
3.9200,5.491075,0.000000,48.555775,0.000000,48.555775,0.02059487,0.02059357,0.20593575
3.9300,5.504950,0.000000,49.034512,0.000000,49.034512,0.02039380,0.02039251,0.20392511
3.9400,5.518825,0.000000,49.517945,0.000000,49.517945,0.02019470,0.02019342,0.20193420
3.9500,5.532699,0.000000,50.006122,0.000000,50.006122,0.01999755,0.01999628,0.19996282
3.9600,5.546572,0.000000,50.499088,0.000000,50.499088,0.01980234,0.01980108,0.19801078
3.9700,5.560445,0.000000,50.996889,0.000000,50.996889,0.01960904,0.01960779,0.19607788
3.9800,5.574317,0.000000,51.499574,0.000000,51.499574,0.01941764,0.01941639,0.19416394
3.9900,5.588189,0.000000,52.007189,0.000000,52.007189,0.01922811,0.01922688,0.19226878
4.0000,5.602059,0.000000,52.519783,0.000000,52.519783,0.01904044,0.01903922,0.19039220
4.0100,5.615930,0.000000,53.037405,0.000000,53.037405,0.01885462,0.01885340,0.18853403
4.0200,5.629799,0.000000,53.560103,0.000000,53.560103,0.01867061,0.01866941,0.18669408
4.0300,5.643668,0.000000,54.087928,0.000000,54.087928,0.01848841,0.01848722,0.18487217
4.0400,5.657536,0.000000,54.620928,0.000000,54.620928,0.01830800,0.01830681,0.18306813
4.0500,5.671403,0.000000,55.159155,0.000000,55.159155,0.01812936,0.01812818,0.18128177
4.0600,5.685270,0.000000,55.702660,0.000000,55.702660,0.01795246,0.01795129,0.17951293
4.0700,5.699136,0.000000,56.251493,0.000000,56.251493,0.01777731,0.01777614,0.17776144
4.0800,5.713002,0.000000,56.805708,0.000000,56.805708,0.01760386,0.01760271,0.17602711
4.0900,5.726867,0.000000,57.365357,0.000000,57.365357,0.01743212,0.01743098,0.17430979
4.1000,5.740731,0.000000,57.930492,0.000000,57.930492,0.01726207,0.01726093,0.17260930
4.1100,5.754594,0.000000,58.501167,0.000000,58.501167,0.01709368,0.01709255,0.17092548
4.1200,5.768457,0.000000,59.077436,0.000000,59.077436,0.01692694,0.01692582,0.16925817
4.1300,5.782319,0.000000,59.659354,0.000000,59.659354,0.01676183,0.01676072,0.16760719
4.1400,5.796181,0.000000,60.246976,0.000000,60.246976,0.01659834,0.01659724,0.16597240
4.1500,5.810042,0.000000,60.840358,0.000000,60.840358,0.01643646,0.01643536,0.16435363
4.1600,5.823902,0.000000,61.439555,0.000000,61.439555,0.01627616,0.01627507,0.16275073
4.1700,5.837762,0.000000,62.044625,0.000000,62.044625,0.01611743,0.01611635,0.16116353
4.1800,5.851620,0.000000,62.655624,0.000000,62.655624,0.01596026,0.01595919,0.15959189
4.1900,5.865479,0.000000,63.272610,0.000000,63.272610,0.01580463,0.01580356,0.15803564
4.2000,5.879336,0.000000,63.895643,0.000000,63.895643,0.01565052,0.01564946,0.15649465
4.2100,5.893193,0.000000,64.524780,0.000000,64.524780,0.01549792,0.01549687,0.15496875
4.2200,5.907049,0.000000,65.160082,0.000000,65.160082,0.01534682,0.01534578,0.15345780
4.2300,5.920905,0.000000,65.801608,0.000000,65.801608,0.01519720,0.01519617,0.15196166
4.2400,5.934760,0.000000,66.449419,0.000000,66.449419,0.01504904,0.01504802,0.15048017
4.2500,5.948614,0.000000,67.103577,0.000000,67.103577,0.01490234,0.01490132,0.14901319
4.2600,5.962468,0.000000,67.764143,0.000000,67.764143,0.01475707,0.01475606,0.14756059
4.2700,5.976321,0.000000,68.431180,0.000000,68.431180,0.01461322,0.01461222,0.14612221
4.2800,5.990173,0.000000,69.104750,0.000000,69.104750,0.01447079,0.01446979,0.14469792
4.2900,6.004025,0.000000,69.784918,0.000000,69.784918,0.01432974,0.01432876,0.14328758
4.3000,6.017876,0.000000,70.471748,0.000000,70.471748,0.01419008,0.01418911,0.14189105
4.3100,6.031726,0.000000,71.165305,0.000000,71.165305,0.01405179,0.01405082,0.14050820
4.3200,6.045576,0.000000,71.865653,0.000000,71.865653,0.01391485,0.01391389,0.13913889
4.3300,6.059425,0.000000,72.572861,0.000000,72.572861,0.01377926,0.01377830,0.13778299
4.3400,6.073273,0.000000,73.286994,0.000000,73.286994,0.01364499,0.01364404,0.13644037
4.3500,6.087121,0.000000,74.008119,0.000000,74.008119,0.01351203,0.01351109,0.13511089
4.3600,6.100968,0.000000,74.736306,0.000000,74.736306,0.01338038,0.01337944,0.13379443
4.3700,6.114814,0.000000,75.471622,0.000000,75.471622,0.01325001,0.01324909,0.13249085
4.3800,6.128660,0.000000,76.214137,0.000000,76.214137,0.01312093,0.01312000,0.13120004
4.3900,6.142505,0.000000,76.963922,0.000000,76.963922,0.01299310,0.01299219,0.12992187
4.4000,6.156350,0.000000,77.721047,0.000000,77.721047,0.01286653,0.01286562,0.12865621
4.4100,6.170193,0.000000,78.485584,0.000000,78.485584,0.01274119,0.01274029,0.12740293
4.4200,6.184037,0.000000,79.257604,0.000000,79.257604,0.01261709,0.01261619,0.12616192
4.4300,6.197879,0.000000,80.037182,0.000000,80.037182,0.01249419,0.01249331,0.12493306
4.4400,6.211721,0.000000,80.824389,0.000000,80.824389,0.01237250,0.01237162,0.12371623
4.4500,6.225562,0.000000,81.619302,0.000000,81.619302,0.01225200,0.01225113,0.12251131
4.4600,6.239402,0.000000,82.421994,0.000000,82.421994,0.01213268,0.01213182,0.12131817
4.4700,6.253242,0.000000,83.232542,0.000000,83.232542,0.01201453,0.01201367,0.12013672
4.4800,6.267081,0.000000,84.051021,0.000000,84.051021,0.01189754,0.01189668,0.11896682
4.4900,6.280920,0.000000,84.877510,0.000000,84.877510,0.01178168,0.01178084,0.11780837
4.5000,6.294758,0.000000,85.712087,0.000000,85.712087,0.01166697,0.01166613,0.11666125
4.5100,6.308595,0.000000,86.554829,0.000000,86.554829,0.01155337,0.01155254,0.11552536
4.5200,6.322432,0.000000,87.405817,0.000000,87.405817,0.01144089,0.01144006,0.11440058
4.5300,6.336267,0.000000,88.265130,0.000000,88.265130,0.01132950,0.01132868,0.11328681
4.5400,6.350103,0.000000,89.132851,0.000000,89.132851,0.01121921,0.01121839,0.11218393
4.5500,6.363937,0.000000,90.009060,0.000000,90.009060,0.01110999,0.01110918,0.11109184
4.5600,6.377771,0.000000,90.893840,0.000000,90.893840,0.01100185,0.01100104,0.11001043
4.5700,6.391604,0.000000,91.787276,0.000000,91.787276,0.01089476,0.01089396,0.10893960
4.5800,6.405437,0.000000,92.689450,0.000000,92.689450,0.01078871,0.01078792,0.10787924
4.5900,6.419269,0.000000,93.600448,0.000000,93.600448,0.01068371,0.01068292,0.10682925
4.6000,6.433100,0.000000,94.520356,0.000000,94.520356,0.01057973,0.01057895,0.10578953
4.6100,6.446931,0.000000,95.449261,0.000000,95.449261,0.01047677,0.01047600,0.10475998
4.6200,6.460761,0.000000,96.387250,0.000000,96.387250,0.01037482,0.01037405,0.10374049
4.6300,6.474590,0.000000,97.334412,0.000000,97.334412,0.01027386,0.01027310,0.10273098
4.6400,6.488419,0.000000,98.290836,0.000000,98.290836,0.01017389,0.01017313,0.10173133
4.6500,6.502247,0.000000,99.256612,0.000000,99.256612,0.01007490,0.01007415,0.10074146
4.6600,6.516074,0.000000,100.231831,0.000000,100.231831,0.00997687,0.00997613,0.09976127
4.6700,6.529901,0.000000,101.216584,0.000000,101.216584,0.00987980,0.00987907,0.09879066
4.6800,6.543727,0.000000,102.210966,0.000000,102.210966,0.00978369,0.00978295,0.09782954
4.6900,6.557553,0.000000,103.215068,0.000000,103.215068,0.00968851,0.00968778,0.09687781
4.7000,6.571377,0.000000,104.228987,0.000000,104.228987,0.00959426,0.00959354,0.09593539
4.7100,6.585201,0.000000,105.252817,0.000000,105.252817,0.00950093,0.00950022,0.09500218
4.7200,6.599025,0.000000,106.286655,0.000000,106.286655,0.00940852,0.00940781,0.09407809
4.7300,6.612848,0.000000,107.330598,0.000000,107.330598,0.00931701,0.00931630,0.09316303
4.7400,6.626670,0.000000,108.384744,0.000000,108.384744,0.00922639,0.00922569,0.09225692
4.7500,6.640491,0.000000,109.449193,0.000000,109.449193,0.00913666,0.00913597,0.09135966
4.7600,6.654312,0.000000,110.524045,0.000000,110.524045,0.00904780,0.00904712,0.09047117
4.7700,6.668132,0.000000,111.609402,0.000000,111.609402,0.00895982,0.00895914,0.08959136
4.7800,6.681952,0.000000,112.705364,0.000000,112.705364,0.00887269,0.00887201,0.08872014
4.7900,6.695771,0.000000,113.812036,0.000000,113.812036,0.00878642,0.00878574,0.08785744
4.8000,6.709589,0.000000,114.929521,0.000000,114.929521,0.00870098,0.00870032,0.08700317
4.8100,6.723406,0.000000,116.057925,0.000000,116.057925,0.00861639,0.00861572,0.08615725
4.8200,6.737223,0.000000,117.197353,0.000000,117.197353,0.00853262,0.00853196,0.08531959
4.8300,6.751040,0.000000,118.347914,0.000000,118.347914,0.00844966,0.00844901,0.08449011
4.8400,6.764855,0.000000,119.509715,0.000000,119.509715,0.00836752,0.00836687,0.08366874
4.8500,6.778670,0.000000,120.682865,0.000000,120.682865,0.00828618,0.00828554,0.08285539
4.8600,6.792484,0.000000,121.867475,0.000000,121.867475,0.00820563,0.00820500,0.08204998
4.8700,6.806298,0.000000,123.063657,0.000000,123.063657,0.00812588,0.00812524,0.08125244
4.8800,6.820111,0.000000,124.271522,0.000000,124.271522,0.00804690,0.00804627,0.08046269
4.8900,6.833923,0.000000,125.491184,0.000000,125.491184,0.00796869,0.00796807,0.07968065
4.9000,6.847735,0.000000,126.722758,0.000000,126.722758,0.00789124,0.00789063,0.07890625
4.9100,6.861546,0.000000,127.966360,0.000000,127.966360,0.00781455,0.00781394,0.07813941
4.9200,6.875357,0.000000,129.222107,0.000000,129.222107,0.00773861,0.00773801,0.07738006
4.9300,6.889166,0.000000,130.490116,0.000000,130.490116,0.00766342,0.00766281,0.07662813
4.9400,6.902975,0.000000,131.770506,0.000000,131.770506,0.00758895,0.00758835,0.07588353
4.9500,6.916784,0.000000,133.063399,0.000000,133.063399,0.00751521,0.00751462,0.07514621
4.9600,6.930592,0.000000,134.368916,0.000000,134.368916,0.00744220,0.00744161,0.07441608
4.9700,6.944399,0.000000,135.687178,0.000000,135.687178,0.00736989,0.00736931,0.07369309
4.9800,6.958205,0.000000,137.018311,0.000000,137.018311,0.00729829,0.00729771,0.07297715
4.9900,6.972011,0.000000,138.362439,0.000000,138.362439,0.00722740,0.00722682,0.07226820
5.0000,6.985816,0.000000,139.719688,0.000000,139.719688,0.00715719,0.00715662,0.07156617
