idx,mu_sym,c4_pta_product,c4_c0_ratio_split,pta_suppression_split,screening_suppression_factor,phi_center_ratio,numerically_stable,log10_ssf,log10_pcr,gamma_theta_0,gamma_theta_1,gamma_theta_2,gamma_theta_3,gamma_theta_4,gamma_theta_5,gamma_theta_6,gamma_theta_7,gamma_theta_8,gamma_theta_9,gamma_theta_10,gamma_theta_11,gamma_theta_12,gamma_theta_13,gamma_theta_14,pta_max_deviation_from_hd,wall_time_seconds,error
26,15.799427165799864,0.0845137834236538,16.90275668473076,0.005,nan,nan,False,nan,nan,0.5840679108877493,0.47189622382109186,0.2745070426394393,0.08023558723626198,-0.057524622331182954,-0.1224492211212515,-0.13098914791170566,-0.11264058428616007,-0.0866825987458572,-0.05124196066766006,0.008440227978751998,0.10003531939968141,0.20872229968627157,0.29916205246571337,0.3345137834251539,0.08451378342365379,0.22173476219177246,
27,4.547944600553805,2.22309403089237,444.618806178474,0.005,0.0008827250096842525,7.511478909701823e-14,True,-3.0541745686500055,-13.124274547804063,2.7215789974319087,2.0640046327983037,0.6837304058739551,-0.549711808735164,-0.9535804391435557,-0.47592050579300454,0.3142526234410986,0.6891265241347515,0.32785192524704376,-0.43995144355966903,-0.8952545163949118,-0.4970511285557422,0.6739069484779239,1.93424006838758,2.4730940308938703,2.22309403089237,0.13765645027160645,
28,0.06128763999881558,0.0004481725978407344,0.08963451956814687,0.005,3.114620719748314e-05,9.981791604435844e-15,True,-4.5065948316209505,-14.000791501389184,0.500044327788649,0.40931191534821537,0.2584208508609349,0.10499823651872381,-0.022301497239891808,-0.10855459196693895,-0.14849118998763108,-0.14415730749036415,-0.10297756733966988,-0.03596215054513592,0.04396363224462832,0.12350623521993144,0.1904363215501934,0.2348886485010857,0.2504481725993409,0.0004481725978407458,0.013153553009033203,
29,0.012601761177581806,0.36056732604408426,72.11346520881685,0.005,3.0189324161108446e-05,1.0144826657762745e-14,True,-4.520146609281858,-13.993755369253629,0.8599834434142379,0.6774097494669729,0.32733066675999634,-0.001079673450475993,-0.17318985533306844,-0.16807622083927798,-0.0735161732828519,-0.00914638485263189,-0.03317339607639408,-0.1014175993557586,-0.10821105781101048,0.022961835996924446,0.26876955319643236,0.5102222075804298,0.6105673260455844,0.36056732604408426,0.007723569869995117,
30,2.9495632488151102,2.7509124300700304e-05,0.0055018248601400605,0.005,0.0004350624599997651,4.271710542200521e-14,True,-3.3614483888247606,-13.369398183457054,0.49962387462143204,0.4089987440962292,0.25834035571859193,0.10512214856740681,-0.022125241075161867,-0.10848506338198981,-0.1485787700306639,-0.1443150168572199,-0.10305910719910304,-0.035885690528512815,0.044141391003336604,0.12362368344732337,0.19034481869897713,0.2345670250321975,0.25002750912580085,2.7509124300717502e-05,0.024651765823364258,
31,77.03689917691204,58.87183380730601,11774.366761461202,0.005,nan,nan,False,nan,nan,59.341997826307555,44.23728060069454,11.523626566768424,-17.236355272057782,-24.68915587608465,-9.839002787837543,12.108238503937468,21.927093320088826,11.308435144328167,-10.736456506223137,-24.833177104022848,-16.31324266697718,12.996158661300857,45.24573569625856,59.12183380730751,58.87183380730601,0.1958005428314209,
32,0.32498418410467317,0.0017010068631664575,0.3402013726332915,0.005,5.1290162084523014e-05,1.2829521078330302e-14,True,-4.289965928497071,-13.891789555388167,0.5012965357125303,0.41024461262307366,0.25866058423181915,0.10462919744059716,-0.022826429344859914,-0.10876166436357669,-0.14823035612452712,-0.14368761208967495,-0.10273472255681289,-0.03618986636735048,0.043434225063164744,0.12315644691423396,0.19070883845405967,0.23584651845581495,0.25170100686466657,0.0017010068631664321,0.02313852310180664,
33,0.37465500928927237,0.8416464948372163,168.32929896744326,0.005,5.600955530649419e-05,1.3414022652170451e-14,True,-4.251737875442354,-13.872440964604557,1.3408221016866633,1.0355586620111197,0.4193865228208621,-0.14278797268125565,-0.3747599334512865,-0.24759050234608637,0.02664211702583205,0.1712132039639891,0.06007721936092944,-0.1888588048719109,-0.3114995324804015,-0.11135430781859576,0.37341404546689916,0.8780372445623992,1.0916464948387166,0.8416464948372164,0.017012834548950195,
34,89.10981802532203,1.1838017319217787e-05,0.0023676034638435576,0.005,nan,nan,False,nan,nan,0.4996082113490573,0.40898707743034995,0.2583373570080632,0.10512676470142687,-0.02211867494953564,-0.10848247321202845,-0.1485820326771976,-0.14432089205322676,-0.10306214482880184,-0.03588284213977532,0.044148013105562815,0.12362805878260208,0.19034140991485227,0.23455504349325787,0.2500118380188194,1.1838017319243388e-05,0.20399165153503418,
35,2.584627551660544,45.0543605050551,9010.87210101102,0.005,0.0003568997495482515,3.7490038833801086e-14,True,-3.4474537568071595,-13.42608410971724,45.53143242594546,33.95058901576555,8.879614071636201,-13.166233827720914,-18.89969469463665,-7.555207244113986,9.231509283233175,16.746836171290433,8.630106975482127,-8.22498521186823,-18.99436043181835,-12.455437441512721,9.990577517968218,34.68141534454902,45.3043605050566,45.0543605050551,0.024156808853149414,
