idx,mu_sym,c4_pta_product,c4_c0_ratio_split,pta_suppression_split,screening_suppression_factor,phi_center_ratio,numerically_stable,log10_ssf,log10_pcr,gamma_theta_0,gamma_theta_1,gamma_theta_2,gamma_theta_3,gamma_theta_4,gamma_theta_5,gamma_theta_6,gamma_theta_7,gamma_theta_8,gamma_theta_9,gamma_theta_10,gamma_theta_11,gamma_theta_12,gamma_theta_13,gamma_theta_14,pta_max_deviation_from_hd,wall_time_seconds,error
12,0.022641137018814653,311.7144873417353,62342.897468347066,0.005,3.031233637634618e-05,1.0967478294518574e-14,True,-4.518380588335451,-13.959893216424284,312.0582453090863,232.47100029241506,59.905781583381696,-91.7145383437684,-130.62912736229143,-51.62963359087317,64.7488214638058,116.71938528561874,60.31852450246896,-56.69327165250588,-131.6762929623149,-86.90630180945607,67.99457226919773,238.55971807818094,311.9644873417368,311.7144873417353,0.008598566055297852,
13,0.07762025070869294,0.00017693592111636726,0.03538718422327345,0.005,3.174847488368614e-05,1.0078192762010131e-14,True,-4.498277132277766,-13.996617339304649,0.4997732267138767,0.4091099878337594,0.25836894895769186,0.10507813290717904,-0.022187850252737878,-0.10850976111400026,-0.14854766011473694,-0.14425899581665091,-0.10303014285878281,-0.035912850422554286,0.04407824807890778,0.12358196384599178,0.19037732206286961,0.23468127114045187,0.25017693592261653,0.00017693592111639456,0.012349128723144531,
14,84.73413507562371,56.7679726935589,11353.59453871178,0.005,nan,nan,False,nan,nan,57.23918851601565,42.67101953825296,11.121046807713345,-16.61663486097701,-23.807647225207603,-9.491269991031183,11.670225083550845,21.13834263201679,10.90063044942995,-10.354057591537,-23.94415354101381,-15.725849717432427,12.53852612940814,43.63720262404281,57.0179726935604,56.7679726935589,0.1680150032043457,
15,1.0588432381948947,0.02139704041973553,4.279408083947106,0.005,0.00012460741177593802,2.031522280204868e-14,True,-3.904456124629838,-13.692178410296975,0.520982722442228,0.4249077147844386,0.26242947581488657,0.0988274675010205,-0.03107898168998933,-0.11201708687690946,-0.1441297398957319,-0.13630344593986457,-0.09891691590467322,-0.0397698278992404,0.035111319232931607,0.11765736184177882,0.19499312587485948,0.2509053648597896,0.2713970404212357,0.021397040419735558,0.021676063537597656,
16,0.10756285354183442,0.46526197116188006,93.05239423237602,0.005,3.318817612202067e-05,1.0305055714053069e-14,True,-4.479016613873616,-13.986949655875025,0.9646257475344477,0.7553517509720467,0.3473642824442613,-0.03191888050953812,-0.21705645601730594,-0.18538048180953737,-0.051719268865271686,0.030104292311623843,-0.012879771401855852,-0.1204469537199306,-0.15245162379818977,-0.00626865645119809,0.291542765367046,0.5902677952171189,0.7152619711633803,0.4652619711618802,0.021054744720458984,
17,0.16669596775970963,0.0127792106942177,2.55584213884354,0.005,3.7122478285804186e-05,1.090150835689126e-14,True,-4.430363038112615,-13.962513407953507,0.5123692011109394,0.41849200081281157,0.2607804297862267,0.10136596443184213,-0.027468148538888796,-0.11059270481419906,-0.14592392918404504,-0.13953432419569362,-0.10058736430021403,-0.03820344658611344,0.03875293494507314,0.12006343911944214,0.1931185728395192,0.2443164964056689,0.26277921069571786,0.012779210694217724,0.01228475570678711,
18,1.6335763773555714,0.7861522291480464,157.23044582960927,0.005,0.00019654734414621547,2.613587781624272e-14,True,-3.706532820225658,-13.582762908830125,1.2853555797777334,0.9942448571359833,0.4087675385333043,-0.12644139499093196,-0.3515080776327503,-0.2384182351803889,0.015088486908554632,0.15040805672286434,0.04932041514980659,-0.17877213763319438,-0.2880494532488471,-0.09586044266134464,0.361342915321036,0.8356084163968496,1.0361522291495464,0.7861522291480463,0.022932052612304688,
19,73.2349228827802,0.0002753957058867317,0.055079141177346344,0.005,nan,nan,False,nan,nan,0.499871637274703,0.409183288170029,0.25838778951526026,0.10504913026156994,-0.022229104474069998,-0.10852603485759837,-0.14852716127723478,-0.1442220826276207,-0.10301105777649024,-0.035930746525386546,0.04403664216295748,0.12355447411151743,0.19039873906625432,0.2347565497883871,0.2502753957073869,0.00027539570588674955,0.20023751258850098,
20,0.06678572141056066,36.146260401292245,7229.252080258449,0.005,3.133393934544901e-05,1.0011938338688663e-14,True,-4.5039850015931755,-13.999481833779129,36.62778583406474,27.318777513719464,7.175023987253641,-10.542233877258317,-15.167239518277704,-6.082848378278303,7.376887145821192,13.407133735446976,6.903393638180313,-6.605844200450765,-15.230085859632702,-9.968317374223822,8.052884778556333,27.870617077552023,36.396260401293745,36.146260401292245,0.012640953063964844,
21,0.025961529658041778,6.481785564926847e-05,0.012963571129853692,0.005,3.0368211105265472e-05,1.1262655831283528e-14,True,-4.517580790234979,-13.948359187027455,0.4996611647006689,0.40902651931999207,0.25834749484958247,0.1051111587819228,-0.02214087327123323,-0.10849122988671409,-0.14857100253835107,-0.1443010295805266,-0.10305187541193551,-0.03589247178336029,0.0441256255418914,0.12361326693950002,0.19035293410596726,0.23459554988484319,0.2500648178571494,6.481785564926845e-05,0.008086681365966797,
